chain_id,start_date,end_date,duration_days,max_area_km2,mean_area_km2,total_area_km2,min_temperature,mean_min_temperature,mean_temperature,max_lat,min_lat,max_lon,min_lon,total_clusters,max_clusters_per_day,mean_clusters_per_day,max_cluster_area_day,coldest_temp_day
284,1964-01-06,1964-01-06,1,505478.6184452794,505478.6184452794,505478.6184452794,-2.7545557,-2.7545557,-1.8594535955211573,140,140,162,162,1,1,1.0,1964-01-06,1964-01-06
285,1964-01-08,1964-01-22,15,6553723.741925074,1691579.04109895,42289476.02747375,-4.7309923,-3.0621946,-1.8848959158808443,169,11,400,75,25,3,1.6666666666666667,1964-01-14,1964-01-15
286,1964-01-24,1964-01-25,2,728705.4109105475,615971.5012182748,1231943.0024365496,-3.66283,-3.2126937,-1.910584386088388,150,136,162,144,2,1,1.0,1964-01-24,1964-01-24
287,1964-01-31,1964-02-04,5,817712.209125969,648174.058481988,3240870.29240994,-3.9383707,-3.0735333,-1.7926561137210069,156,22,418,167,5,1,1.0,1964-01-31,1964-02-01
288,1964-02-07,1964-02-09,3,1365261.9737644023,918445.2481088405,2755335.7443265216,-4.489603,-3.7194033,-1.9246462677914187,169,147,262,174,3,1,1.0,1964-02-08,1964-02-07
289,1964-02-12,1964-02-12,1,547905.4521207518,547905.4521207518,547905.4521207518,-2.682166,-2.682166,-1.8407931752000117,162,162,280,280,1,1,1.0,1964-02-12,1964-02-12
290,1964-02-15,1964-02-15,1,1015879.929112715,1015879.929112715,1015879.929112715,-4.123507,-4.123507,-1.9932142846203205,139,139,157,157,1,1,1.0,1964-02-15,1964-02-15
291,1964-02-17,1964-02-17,1,867478.4239982662,867478.4239982662,867478.4239982662,-2.3221078,-2.3221078,-1.7098555649911928,124,124,350,350,1,1,1.0,1964-02-17,1964-02-17
292,1964-02-21,1964-02-24,4,2507844.864883719,1522255.332278299,6089021.329113196,-4.205162,-3.43672,-1.8835710425368812,163,146,287,178,4,1,1.0,1964-02-23,1964-02-21
293,1964-02-28,1964-02-29,2,2475221.719110421,1864747.3494136073,3729494.6988272145,-2.8359077,-2.6483011,-1.8842446061820288,105,101,409,389,2,1,1.0,1964-02-28,1964-02-28
294,1964-03-10,1964-03-10,1,739533.8188552622,739533.8188552622,739533.8188552622,-2.3660512,-2.3660512,-1.731743270288799,89,89,397,397,1,1,1.0,1964-03-10,1964-03-10
295,1964-03-12,1964-03-15,4,2324510.258603102,1382429.5621223294,8294577.372733976,-3.9824772,-3.325244,-1.9314263057344847,122,27,403,31,6,2,1.5,1964-03-12,1964-03-14
296,1964-03-21,1964-03-28,8,1048846.5160618501,765245.8121691586,6121966.497353269,-4.339136,-3.7596867,-2.1007080331542864,24,17,414,384,8,1,1.0,1964-03-22,1964-03-23
297,1964-11-28,1964-12-01,4,1925045.6537947385,1084010.6905868123,5420053.452934062,-3.261313,-2.573433,-1.791681608302392,150,38,266,72,5,2,1.25,1964-11-29,1964-11-28
298,1964-12-10,1965-01-19,41,4555664.331985593,2034418.6407708165,97652094.7569992,-6.7707934,-3.6546094,-2.0702193758398693,153,17,386,20,48,2,1.170731707317073,1965-01-17,1964-12-16
299,1965-01-21,1965-01-21,1,533238.9429885852,533238.9429885852,533238.9429885852,-3.9118147,-3.9118147,-2.0151560056652693,20,20,418,418,1,1,1.0,1965-01-21,1965-01-21
300,1965-01-23,1965-01-25,3,2511021.8122082385,1805376.5736479827,5416129.720943948,-3.3000135,-2.9633217,-1.8622245363318266,105,101,414,379,3,1,1.0,1965-01-24,1965-01-25
301,1965-01-27,1965-02-15,20,3992853.323303353,2061543.5419695426,47415501.46529948,-4.658735,-3.0545783,-1.864227252558354,164,13,383,100,23,2,1.15,1965-02-06,1965-02-12
302,1965-02-20,1965-02-27,8,3844098.775739499,1637931.3336886994,18017244.670575693,-3.2611513,-2.8488958,-1.8577168776008448,158,14,341,190,11,2,1.375,1965-02-23,1965-02-24
303,1965-03-03,1965-03-05,3,1833431.1133367526,1189638.232954712,3568914.698864136,-4.479644,-3.5388362,-1.9271027109951981,173,151,201,177,3,1,1.0,1965-03-04,1965-03-04
304,1965-03-18,1965-03-26,9,2016226.032549222,887193.0402359131,8871930.402359132,-3.4144604,-2.776513,-1.8320056332924064,146,94,417,157,10,2,1.1111111111111112,1965-03-20,1965-03-18
305,1965-12-17,1965-12-17,1,754718.5105585045,754718.5105585045,754718.5105585045,-4.23719,-4.23719,-2.0176550496808376,115,115,137,137,1,1,1.0,1965-12-17,1965-12-17
306,1965-12-23,1966-01-31,40,8447026.658424297,2594964.8736963277,132343208.5585127,-5.1729746,-3.3402545,-1.9704557307168165,176,11,327,36,51,3,1.275,1966-01-27,1966-01-22
307,1966-02-02,1966-02-07,6,2303919.5608711406,1636134.261715252,9816805.570291512,-3.6530123,-2.9743607,-1.8893605328690597,162,135,331,210,6,1,1.0,1966-02-05,1966-02-05
308,1966-02-11,1966-02-12,2,581175.4192253941,570325.6243764168,1140651.2487528336,-5.168606,-4.186755,-2.1213749137140003,151,125,156,139,2,1,1.0,1966-02-11,1966-02-12
309,1966-02-14,1966-02-14,1,854781.6560462797,854781.6560462797,854781.6560462797,-4.567547,-4.567547,-2.1523700767034626,139,139,154,154,1,1,1.0,1966-02-14,1966-02-14
310,1966-02-16,1966-02-24,9,6222452.912512694,2890966.6466388814,31800633.113027696,-4.0384083,-3.295523,-1.9875934391487429,168,48,421,193,11,2,1.2222222222222223,1966-02-19,1966-02-16
311,1966-03-03,1966-03-04,2,904418.938360344,760685.8324471376,1521371.6648942751,-3.5494719,-3.4803152,-1.9272409262039454,139,137,144,134,2,1,1.0,1966-03-04,1966-03-04
312,1966-03-07,1966-03-07,1,673774.0997860437,673774.0997860437,673774.0997860437,-2.4232357,-2.4232357,-1.7363295942484973,165,165,263,263,1,1,1.0,1966-03-07,1966-03-07
313,1966-03-13,1966-03-14,2,593434.1741126904,581942.941293814,1163885.882587628,-2.3998604,-2.333014,-1.796510736716447,121,119,410,401,2,1,1.0,1966-03-13,1966-03-14
314,1966-11-29,1966-11-29,1,655454.5091344937,655454.5091344937,655454.5091344937,-2.4637926,-2.4637926,-1.7515610339399785,52,52,95,95,1,1,1.0,1966-11-29,1966-11-29
315,1966-12-07,1966-12-14,8,2351788.3190160473,1198341.903667763,10785077.133009868,-3.5242221,-2.980741,-1.922989291630596,172,26,202,54,9,2,1.125,1966-12-09,1966-12-13
316,1966-12-24,1966-12-25,2,2283298.2157181446,2248779.147106257,4497558.294212514,-3.281693,-3.0806715,-1.9243207820081434,156,154,249,215,2,1,1.0,1966-12-25,1966-12-24
317,1966-12-28,1967-01-01,5,2804407.5249729627,1332579.6148694062,6662898.074347031,-3.4228282,-3.2830021,-1.9972189505856508,147,136,185,153,5,1,1.0,1966-12-29,1966-12-28
318,1967-01-03,1967-01-05,3,1196295.2099849842,848866.0956887569,2546598.2870662706,-3.5469995,-3.2528098,-1.9511874120205375,175,140,197,164,3,1,1.0,1967-01-03,1967-01-04
319,1967-01-07,1967-01-10,4,2987566.3373266133,1937190.1871931055,7748760.748772422,-4.2698607,-3.8510766,-2.0930293119745604,179,110,197,182,4,1,1.0,1967-01-08,1967-01-10
320,1967-01-15,1967-02-21,38,8037487.9083521385,2979047.0601703306,131078070.64749455,-4.4886575,-2.961229,-1.8659371330666632,171,11,418,45,44,2,1.1578947368421053,1967-02-13,1967-02-13
321,1967-02-24,1967-02-27,4,4503417.733628701,2772611.2128654313,11090444.851461725,-3.820397,-3.2365832,-2.051543045674167,149,102,299,241,4,1,1.0,1967-02-25,1967-02-26
322,1967-03-01,1967-03-02,2,1443928.2863018604,1095392.7495123066,2190785.4990246133,-2.4392722,-2.4101675,-1.8232248479368145,136,123,334,310,2,1,1.0,1967-03-02,1967-03-02
323,1967-03-06,1967-03-14,9,2095458.0260684385,1103488.1470906655,9931393.32381599,-3.5045033,-2.4229045,-1.783370134777867,136,59,413,205,9,1,1.0,1967-03-11,1967-03-11
324,1967-03-16,1967-03-16,1,880661.5996046588,880661.5996046588,880661.5996046588,-2.638964,-2.638964,-1.8231740258983555,49,49,391,391,1,1,1.0,1967-03-16,1967-03-16
325,1967-03-18,1967-03-20,3,2354398.314338264,2101801.572409416,6305404.717228249,-3.4192398,-2.9124095,-1.9538731427003413,122,119,356,312,3,1,1.0,1967-03-19,1967-03-19
326,1967-12-10,1967-12-10,1,652127.919346851,652127.919346851,652127.919346851,-3.0480232,-3.0480232,-1.9302099929711758,160,160,172,172,1,1,1.0,1967-12-10,1967-12-10
327,1967-12-13,1967-12-15,3,1571222.5299378806,1278653.5212534652,3835960.5637603956,-4.339899,-4.137726,-2.1866893120202175,113,106,132,127,3,1,1.0,1967-12-14,1967-12-14
328,1967-12-19,1967-12-24,6,3225956.701281997,1523797.162534624,9142782.975207744,-4.6442037,-3.821187,-1.9807258916355401,173,68,238,97,6,1,1.0,1967-12-21,1967-12-21
329,1967-12-30,1968-01-14,16,8693395.53798406,3608854.443725689,83003652.20569085,-3.822679,-3.250612,-1.964566658001508,167,31,371,32,23,3,1.4375,1968-01-07,1968-01-13
330,1968-01-16,1968-01-18,3,2376646.3461286044,1366640.5598360898,4099921.6795082693,-2.4916124,-2.3137548,-1.7786525798337234,119,110,396,321,3,1,1.0,1968-01-17,1968-01-17
331,1968-01-25,1968-01-25,1,534209.3401822925,534209.3401822925,534209.3401822925,-2.55527,-2.55527,-1.7957565832645335,109,109,284,284,1,1,1.0,1968-01-25,1968-01-25
332,1968-01-27,1968-02-14,19,3878796.8759734835,1608264.3001945484,38598343.20466916,-5.6286616,-3.380998,-1.9821436234026708,165,9,404,88,24,2,1.263157894736842,1968-02-03,1968-01-31
333,1968-02-16,1968-02-16,1,1026571.8649694863,1026571.8649694863,1026571.8649694863,-2.0421684,-2.0421684,-1.7002538276166053,108,108,351,351,1,1,1.0,1968-02-16,1968-02-16
334,1968-02-18,1968-02-25,8,4055899.4660207066,1972958.5833030434,15783668.666424347,-3.363007,-2.9500747,-1.8933849023442093,167,92,353,217,8,1,1.0,1968-02-21,1968-02-25
335,1968-02-28,1968-03-04,6,1427428.790106826,846404.2384541631,5078425.430724978,-3.8899503,-3.0426872,-1.9947235042697624,168,17,402,265,6,1,1.0,1968-03-01,1968-03-01
336,1968-03-08,1968-03-09,2,1424045.7766441621,1157499.9573620928,2314999.9147241856,-2.3681986,-2.3425884,-1.7651870989757619,114,110,374,354,2,1,1.0,1968-03-08,1968-03-08
337,1968-03-13,1968-03-16,4,896044.7229622327,744246.8153428368,2976987.261371347,-2.7212808,-2.3549805,-1.805948411741448,135,47,399,311,4,1,1.0,1968-03-16,1968-03-15
338,1968-03-24,1968-03-24,1,692899.2726748191,692899.2726748191,692899.2726748191,-2.61965,-2.61965,-1.882216447241166,166,166,262,262,1,1,1.0,1968-03-24,1968-03-24
339,1968-12-08,1968-12-11,4,1200970.085682157,812651.569451798,4063257.8472589897,-2.7217014,-2.5616193,-1.795657777444612,148,20,318,29,5,2,1.25,1968-12-10,1968-12-11
340,1968-12-15,1968-12-16,2,1870793.430500625,1597245.051706431,3194490.103412862,-3.8779545,-3.4891734,-1.9239733633434484,157,154,269,265,2,1,1.0,1968-12-16,1968-12-16
341,1968-12-21,1969-02-08,50,5955242.823226987,2347322.754147065,138492042.49467683,-6.5867963,-3.6611946,-2.017521653912702,146,8,347,26,59,2,1.18,1968-12-31,1968-12-28
342,1969-02-14,1969-02-15,2,1092346.6634665949,986020.7301217177,1972041.4602434353,-2.2841163,-2.261784,-1.7893744876870636,139,134,318,308,2,1,1.0,1969-02-15,1969-02-15
343,1969-02-19,1969-02-19,1,502383.03256154835,502383.03256154835,502383.03256154835,-3.2849996,-3.2849996,-1.7711917072615766,169,169,262,262,1,1,1.0,1969-02-19,1969-02-19
344,1969-03-10,1969-03-12,3,1422505.3673627703,904924.3864896469,2714773.1594689405,-2.8377342,-2.5856905,-1.8838897207076801,168,145,304,255,3,1,1.0,1969-03-12,1969-03-12
345,1969-03-15,1969-03-16,2,635376.902613579,624255.8511588507,1248511.7023177014,-4.105003,-3.9164622,-1.914180595945227,19,16,405,405,2,1,1.0,1969-03-15,1969-03-16
346,1969-11-15,1969-11-15,1,1067054.7804703075,1067054.7804703075,1067054.7804703075,-2.5526953,-2.5526953,-1.7704890392609496,157,157,262,262,1,1,1.0,1969-11-15,1969-11-15
347,1969-11-18,1969-11-18,1,545964.0474066836,545964.0474066836,545964.0474066836,-2.210448,-2.210448,-1.7502237912451868,31,31,72,72,1,1,1.0,1969-11-18,1969-11-18
348,1969-11-20,1969-11-20,1,723593.6020406235,723593.6020406235,723593.6020406235,-3.2433856,-3.2433856,-1.8406865504809788,173,173,195,195,1,1,1.0,1969-11-20,1969-11-20
349,1969-12-25,1969-12-25,1,563985.1228516505,563985.1228516505,563985.1228516505,-2.627127,-2.627127,-1.8629318841156506,106,106,299,299,1,1,1.0,1969-12-25,1969-12-25
350,1969-12-29,1970-02-06,40,7260531.580689957,2924531.3367460086,131603910.15357038,-7.688033,-3.5449245,-1.9743210478722564,157,12,377,64,45,3,1.125,1970-01-08,1969-12-30
351,1970-02-10,1970-02-10,1,583531.2239886618,583531.2239886618,583531.2239886618,-2.3508365,-2.3508365,-1.7904660343570664,164,164,268,268,1,1,1.0,1970-02-10,1970-02-10
352,1970-02-13,1970-02-18,6,2356259.028968414,1148372.8363879947,9186982.691103958,-3.3314784,-2.745714,-1.854907196524168,97,17,398,134,8,2,1.3333333333333333,1970-02-14,1970-02-15
353,1970-02-21,1970-02-27,7,2267035.260262667,1373081.1074603125,9611567.752222188,-4.5325637,-3.2750614,-2.0644253435614557,150,56,402,290,7,1,1.0,1970-02-26,1970-02-22
354,1970-11-16,1970-11-16,1,533597.2127921619,533597.2127921619,533597.2127921619,-3.4974706,-3.4974706,-2.0319991651922464,178,178,197,197,1,1,1.0,1970-11-16,1970-11-16
355,1970-11-22,1970-11-22,1,985559.6864784501,985559.6864784501,985559.6864784501,-4.136536,-4.136536,-2.263757342920166,84,84,126,126,1,1,1.0,1970-11-22,1970-11-22
356,1970-11-24,1970-11-25,2,2854675.650363127,2320251.4874525145,4640502.974905029,-3.1821535,-2.9936805,-1.949977640303041,156,155,266,247,2,1,1.0,1970-11-24,1970-11-25
357,1970-11-27,1970-11-28,2,1377864.501763766,1158092.8378949137,2316185.6757898275,-3.2041428,-3.1096854,-1.9223333767199213,64,50,106,102,2,1,1.0,1970-11-27,1970-11-28
358,1970-12-01,1970-12-06,6,2270998.275539008,1742915.4889447347,10457492.933668409,-5.498092,-4.0743794,-2.0677653515222647,47,33,91,46,6,1,1.0,1970-12-05,1970-12-02
359,1970-12-19,1970-12-25,7,3550329.9830393917,1688065.020178021,15192585.181602187,-3.7940185,-2.630461,-1.8426214938737917,124,12,349,135,9,2,1.2857142857142858,1970-12-22,1970-12-23
360,1970-12-27,1970-12-27,1,606824.0580347157,606824.0580347157,606824.0580347157,-2.4110215,-2.4110215,-1.7833743113758016,159,159,271,271,1,1,1.0,1970-12-27,1970-12-27
361,1971-01-03,1971-01-21,19,5705001.002848644,2865562.826905274,88832447.63406348,-6.1094103,-4.0016336,-2.0941986523500713,149,21,399,26,31,3,1.631578947368421,1971-01-12,1971-01-15
362,1971-01-23,1971-02-14,23,6120237.8527714405,2731397.527509473,76479130.77026524,-4.780055,-3.2182412,-1.9780631248659741,157,14,405,17,28,2,1.2173913043478262,1971-01-28,1971-01-24
363,1971-02-18,1971-02-18,1,1147140.8272540309,1147140.8272540309,1147140.8272540309,-2.1305115,-2.1305115,-1.771964402646119,108,108,406,406,1,1,1.0,1971-02-18,1971-02-18
364,1971-02-21,1971-02-24,4,1332888.4275239895,980543.2765795949,3922173.1063183798,-2.933721,-2.7150867,-1.8994710371818087,88,55,400,387,4,1,1.0,1971-02-23,1971-02-23
365,1971-02-27,1971-02-27,1,751516.2394567707,693758.9898103026,1387517.9796206052,-3.7684689,-3.2496247,-1.9481685892961513,133,79,401,146,2,2,2.0,1971-02-27,1971-02-27
366,1971-03-01,1971-03-05,5,1781316.6059629852,954689.902173558,4773449.51086779,-4.307275,-3.2207134,-1.941019362109498,167,98,264,111,5,1,1.0,1971-03-03,1971-03-01
367,1971-12-08,1971-12-27,20,3054565.761299959,1401252.7050802647,35031317.62700662,-4.797344,-3.5481896,-2.020191847803664,147,17,414,64,25,2,1.25,1971-12-26,1971-12-22
368,1971-12-29,1972-02-10,44,8296945.940211857,2877820.9886938212,201447469.2085675,-5.347558,-3.4542975,-1.9865524290362166,144,16,417,34,70,3,1.5909090909090908,1972-01-28,1972-01-25
369,1972-02-13,1972-03-16,33,6728609.585901393,2380907.077426824,99998097.2519266,-4.9169865,-3.6400278,-2.059574343306597,104,9,420,27,42,2,1.2727272727272727,1972-02-23,1972-02-22
370,1972-03-20,1972-03-26,7,1451447.477522969,857410.1023208777,6001870.716246144,-3.5256262,-3.2692778,-2.1276228237915165,52,20,401,381,7,1,1.0,1972-03-23,1972-03-22
371,1972-12-03,1972-12-18,16,4926327.103561833,2264525.096572695,47555027.028026596,-6.609045,-3.9583013,-2.111122529881519,145,62,425,136,21,2,1.3125,1972-12-06,1972-12-08
372,1972-12-21,1972-12-21,1,786158.3173654254,786158.3173654254,786158.3173654254,-2.5734727,-2.5734727,-1.7265814973312674,85,85,403,403,1,1,1.0,1972-12-21,1972-12-21
373,1972-12-27,1973-01-01,6,2963018.2580425227,1824738.5552802517,12773169.886961762,-3.4215772,-2.7596462,-1.9035605037796173,142,39,415,152,7,2,1.1666666666666667,1972-12-30,1972-12-31
374,1973-01-03,1973-01-19,17,6906727.826396043,2499078.592725587,62476964.81813968,-4.485107,-3.3270364,-1.9734681821706805,152,13,418,35,25,2,1.4705882352941178,1973-01-08,1973-01-08
375,1973-01-21,1973-01-23,3,967442.8923266645,847945.1412025132,2543835.42360754,-3.0777564,-2.7653332,-1.8435494413228237,148,89,416,153,3,1,1.0,1973-01-23,1973-01-21
376,1973-01-25,1973-01-26,2,625142.8949267407,579020.8148221576,1158041.6296443152,-3.2039733,-3.1788812,-2.004498614012906,25,24,23,18,2,1,1.0,1973-01-26,1973-01-25
377,1973-01-29,1973-02-03,6,2973905.4461250855,1968304.1237838164,11809824.742702898,-4.0208907,-3.1292312,-1.8857046785016982,170,91,418,206,6,1,1.0,1973-01-30,1973-01-30
378,1973-02-09,1973-02-21,13,7684851.899537036,2555359.1565665444,40885746.50506471,-4.48693,-3.3121,-1.970247869202996,168,21,409,149,16,2,1.2307692307692308,1973-02-17,1973-02-17
379,1973-02-27,1973-03-03,5,2744185.38243028,2069751.6899149674,10348758.449574837,-2.9005177,-2.7436337,-1.890661798113864,92,65,396,363,5,1,1.0,1973-03-02,1973-03-02
380,1973-03-07,1973-03-07,1,933043.6265454307,933043.6265454307,933043.6265454307,-2.2256699,-2.2256699,-1.7287408143879068,109,109,407,407,1,1,1.0,1973-03-07,1973-03-07
381,1973-03-10,1973-03-11,2,848969.9249161285,705891.6546572578,1411783.3093145157,-2.3317971,-2.1360185,-1.7219021521178424,105,101,420,419,2,1,1.0,1973-03-11,1973-03-11
382,1973-03-28,1973-03-28,1,549508.4353255186,549508.4353255186,549508.4353255186,-2.5528514,-2.5528514,-1.9089403871315807,42,42,391,391,1,1,1.0,1973-03-28,1973-03-28
383,1973-12-13,1973-12-13,1,610202.8594811925,610202.8594811925,610202.8594811925,-2.3331165,-2.3331165,-1.7643543792503993,61,61,196,196,1,1,1.0,1973-12-13,1973-12-13
384,1973-12-17,1973-12-17,1,540698.2093955476,540698.2093955476,540698.2093955476,-2.194791,-2.194791,-1.801224994451068,164,164,242,242,1,1,1.0,1973-12-17,1973-12-17
385,1973-12-20,1973-12-22,3,2737364.6424994445,2324890.4001453207,6974671.2004359625,-3.6473398,-3.3848565,-2.0084301409824055,156,146,265,199,3,1,1.0,1973-12-20,1973-12-21
386,1973-12-30,1974-01-19,21,8083689.390938239,3590131.7412047316,104113820.49493721,-4.885844,-3.4873424,-1.96612768854274,122,40,419,66,29,2,1.380952380952381,1974-01-14,1974-01-04
387,1974-01-21,1974-01-21,1,533739.9746922195,533739.9746922195,533739.9746922195,-2.6265557,-2.6265557,-1.8219962211869518,21,21,30,30,1,1,1.0,1974-01-21,1974-01-21
388,1974-01-23,1974-02-05,14,4815087.659977948,1994689.7462190837,33909725.68572442,-3.191116,-2.6254246,-1.8157071664765505,105,17,405,71,17,2,1.2142857142857142,1974-02-02,1974-02-03
389,1974-02-08,1974-02-12,5,1288233.7989104716,820006.5412683553,4920039.247610132,-3.0461817,-2.5539567,-1.7969072655519593,170,11,202,108,6,2,1.2,1974-02-09,1974-02-08
390,1974-02-14,1974-02-17,4,2316966.1774271247,1389527.4233657226,5558109.693462891,-3.050104,-2.7406416,-1.904546207411795,82,72,411,324,4,1,1.0,1974-02-15,1974-02-15
391,1974-02-25,1974-02-27,3,2000341.1799915975,1298088.7400952957,3894266.2202858874,-2.872275,-2.549589,-1.8522406515830336,164,159,275,226,3,1,1.0,1974-02-26,1974-02-26
392,1974-03-02,1974-03-05,4,2739582.8220004463,1586556.6888203965,6346226.755281586,-3.9134395,-3.1448753,-2.0751220772594516,109,46,425,370,4,1,1.0,1974-03-03,1974-03-03
393,1974-03-09,1974-03-12,4,1732385.0413062433,1423638.3107725675,5694553.24309027,-3.338756,-2.7649672,-1.8571011311933012,114,102,409,376,4,1,1.0,1974-03-12,1974-03-10
394,1974-03-21,1974-03-22,2,843813.0021724023,753390.9131355854,1506781.8262711708,-2.3248115,-2.269522,-1.8789327653757555,81,79,419,412,2,1,1.0,1974-03-21,1974-03-21
395,1974-03-29,1974-03-29,1,836866.3470244842,836866.3470244842,836866.3470244842,-2.433148,-2.433148,-1.7464604205648664,119,119,387,387,1,1,1.0,1974-03-29,1974-03-29
396,1974-12-24,1974-12-25,2,1609171.298166514,1305881.5105227646,2611763.0210455293,-4.4032245,-3.9659424,-2.0801009257145253,133,129,153,145,2,1,1.0,1974-12-24,1974-12-24
397,1974-12-27,1974-12-27,1,606436.0752655234,606436.0752655234,606436.0752655234,-3.0824587,-3.0824587,-1.9201162468326565,149,149,155,155,1,1,1.0,1974-12-27,1974-12-27
398,1974-12-29,1975-01-22,25,6227337.660662278,2151106.9733963865,73137637.09547713,-6.029502,-3.6697886,-2.0574590853134427,166,10,410,21,34,3,1.36,1975-01-21,1975-01-21
399,1975-01-24,1975-01-26,3,2715150.2380238865,2193078.697153752,6579236.091461257,-3.0495436,-2.9566844,-1.7915928296701908,50,39,376,367,3,1,1.0,1975-01-25,1975-01-26
400,1975-01-28,1975-02-16,20,6649235.218865742,2503625.0113155716,75108750.33946715,-4.109061,-3.138125,-1.9377824240158559,159,35,420,82,30,2,1.5,1975-02-11,1975-02-01
401,1975-02-18,1975-02-18,1,1541665.958471386,1541665.958471386,1541665.958471386,-2.466783,-2.466783,-1.768859564291237,98,98,400,400,1,1,1.0,1975-02-18,1975-02-18
402,1975-02-23,1975-02-25,3,1535751.1162914834,1220926.352139677,6104631.760698385,-3.4957018,-3.1950197,-2.0025269353372708,175,92,412,172,5,2,1.6666666666666667,1975-02-24,1975-02-24
403,1975-03-03,1975-03-04,2,611215.3779651917,609415.0443568288,1218830.0887136576,-2.3001077,-2.2691047,-1.8335977423693097,149,146,307,299,2,1,1.0,1975-03-04,1975-03-04
404,1975-03-12,1975-03-12,1,576292.2545492284,576292.2545492284,576292.2545492284,-2.126924,-2.126924,-1.7800683929822676,46,46,393,393,1,1,1.0,1975-03-12,1975-03-12
405,1975-11-26,1975-11-26,1,587975.501046554,587975.501046554,587975.501046554,-3.9466724,-3.9466724,-2.0615692491747892,126,126,186,186,1,1,1.0,1975-11-26,1975-11-26
406,1975-11-30,1975-11-30,1,1504160.7833709945,1504160.7833709945,1504160.7833709945,-4.4264617,-4.4264617,-1.9489870942831937,110,110,154,154,1,1,1.0,1975-11-30,1975-11-30
407,1975-12-02,1975-12-20,19,3951463.327352359,1799325.6013163025,34187186.42500975,-3.543636,-2.957665,-1.948127345740099,133,17,299,48,19,1,1.0,1975-12-19,1975-12-12
408,1975-12-22,1975-12-22,1,683038.4793308171,683038.4793308171,683038.4793308171,-3.4560437,-3.4560437,-1.8871489868409805,165,165,266,266,1,1,1.0,1975-12-22,1975-12-22
409,1975-12-24,1975-12-25,2,1255484.8288899274,1212808.9953222792,2425617.9906445583,-2.7044215,-2.6210206,-1.7814589966908334,95,95,327,310,2,1,1.0,1975-12-24,1975-12-25
410,1975-12-30,1976-01-12,14,6617840.136191005,2170204.7149858805,41233889.58473173,-4.9142637,-3.3498118,-1.9738376896420398,142,17,420,149,19,2,1.3571428571428572,1976-01-08,1976-01-02
411,1976-01-17,1976-01-19,3,4005321.358026434,2644870.97007319,7934612.910219571,-3.474406,-3.0634272,-1.9399597980491403,130,100,294,258,3,1,1.0,1976-01-18,1976-01-19
412,1976-01-22,1976-01-24,3,3097446.346089242,2030918.524148821,6092755.572446463,-4.0417075,-3.147352,-1.9757945835629613,104,88,302,274,3,1,1.0,1976-01-23,1976-01-23
413,1976-01-27,1976-01-28,2,1262065.1321331405,789054.4270486655,3156217.708194662,-2.8497,-2.7781518,-1.936333262211208,176,8,233,104,4,2,2.0,1976-01-27,1976-01-28
414,1976-01-31,1976-01-31,1,768732.0139108284,768732.0139108284,768732.0139108284,-2.1897283,-2.1897283,-1.7128630477357643,82,82,322,322,1,1,1.0,1976-01-31,1976-01-31
415,1976-02-02,1976-02-03,2,2102259.6681019696,1417458.585698562,2834917.171397124,-3.367119,-3.1296182,-1.9336601528372483,116,108,284,270,2,1,1.0,1976-02-02,1976-02-02
416,1976-02-05,1976-02-09,5,3330560.998610755,1723031.791759027,10338190.750554161,-3.4071355,-2.758364,-1.8526190558432918,107,51,410,141,6,2,1.2,1976-02-07,1976-02-05
417,1976-02-13,1976-02-19,7,3665956.557406533,1827816.801934804,12794717.613543628,-3.1122053,-2.78068,-1.8924932968169783,91,45,407,386,7,1,1.0,1976-02-15,1976-02-18
418,1976-02-21,1976-02-26,6,1670291.3733070833,1103250.4361777278,6619502.617066367,-3.7806098,-2.9188125,-1.9435356417935583,177,53,405,192,6,1,1.0,1976-02-22,1976-02-23
419,1976-03-01,1976-03-05,5,1775744.0885180207,1137551.9473349152,9100415.578679321,-3.78552,-3.3146057,-2.0215651931386676,110,60,413,98,8,2,1.6,1976-03-02,1976-03-01
420,1976-03-10,1976-03-17,8,1429531.2787265338,909898.8951865569,7279191.161492455,-3.2104027,-2.7372048,-1.8683223610141384,87,43,414,387,8,1,1.0,1976-03-15,1976-03-15
421,1976-03-19,1976-03-20,2,1269312.6187395593,1106837.9524952886,2213675.904990577,-2.189175,-2.118895,-1.6803329959325701,107,89,419,400,2,1,1.0,1976-03-19,1976-03-20
422,1976-11-27,1976-11-30,4,2863363.723517129,2174489.536541552,8697958.146166207,-5.5866914,-4.78679,-2.09616584794238,155,117,219,178,4,1,1.0,1976-11-29,1976-11-28
423,1976-12-02,1976-12-03,2,1204959.8224691239,753074.2400222135,2259222.7200666405,-3.1069078,-2.7458584,-1.809798572469446,170,82,293,188,3,2,1.5,1976-12-03,1976-12-03
424,1976-12-07,1976-12-11,5,2911391.220458662,1681365.7828075378,8406828.91403769,-2.7188814,-2.6038747,-1.8199254316725615,112,16,369,91,5,1,1.0,1976-12-10,1976-12-10
425,1976-12-13,1976-12-14,2,2107122.5205379315,1391202.257926412,2782404.515852824,-2.4298253,-2.380791,-1.6997572555350033,103,87,329,260,2,1,1.0,1976-12-14,1976-12-14
426,1976-12-21,1976-12-22,2,2224963.8892474733,1978230.0684363157,3956460.1368726315,-2.614142,-2.4398022,-1.837897852720939,153,150,273,250,2,1,1.0,1976-12-22,1976-12-22
