chain_id,start_date,end_date,duration_days,max_area_km2,mean_area_km2,total_area_km2,min_temperature,mean_min_temperature,mean_temperature,max_lat,min_lat,max_lon,min_lon,total_clusters,max_clusters_per_day,mean_clusters_per_day,max_cluster_area_day,coldest_temp_day
141,1952-03-04,1952-03-04,1,627846.4837174127,627846.4837174127,627846.4837174127,-3.0041552,-3.0041552,-1.842397283364046,115,115,200,200,1,1,1.0,1952-03-04,1952-03-04
142,1952-03-21,1952-03-22,2,693858.4936662405,678226.1524229517,1356452.3048459033,-3.4917555,-3.4477954,-1.9408551863740529,20,19,409,405,2,1,1.0,1952-03-21,1952-03-22
143,1952-11-26,1952-11-29,4,1888838.2643745418,1409436.9374730603,5637747.749892241,-4.993173,-4.3182735,-2.1613158133388066,132,120,171,160,4,1,1.0,1952-11-28,1952-11-29
144,1952-12-04,1952-12-05,2,503240.2589903936,501685.8716142899,1003371.7432285798,-3.582912,-3.52634,-1.9469384886033567,150,134,172,153,2,1,1.0,1952-12-04,1952-12-05
145,1952-12-15,1952-12-15,1,1377130.3455698988,1377130.3455698988,1377130.3455698988,-2.551953,-2.551953,-1.8203714015544392,162,162,245,245,1,1,1.0,1952-12-15,1952-12-15
146,1952-12-24,1952-12-27,4,1062843.5810358976,847816.6108658357,4239083.054329178,-3.3445876,-2.8131855,-1.8680359264745725,129,18,222,150,5,2,1.25,1952-12-24,1952-12-24
147,1953-01-07,1953-02-01,26,3867638.579278192,1789542.142482662,59054890.70192785,-5.6655517,-3.3800435,-1.955155283892525,163,12,352,34,33,2,1.2692307692307692,1953-01-15,1953-01-08
148,1953-02-21,1953-02-22,2,1972399.7373015613,1296780.971705637,2593561.943411274,-3.6027243,-3.5809758,-1.861114727675918,148,139,179,169,2,1,1.0,1953-02-21,1953-02-21
149,1953-02-24,1953-02-24,1,568061.2710310203,568061.2710310203,568061.2710310203,-2.2956517,-2.2956517,-1.7830535157120442,122,122,389,389,1,1,1.0,1953-02-24,1953-02-24
150,1953-02-26,1953-02-26,1,550365.5394863664,550365.5394863664,550365.5394863664,-2.1427438,-2.1427438,-1.6566933850447336,74,74,400,400,1,1,1.0,1953-02-26,1953-02-26
151,1953-03-09,1953-03-12,4,1402100.1676617481,1125765.896983618,4503063.587934472,-3.0659328,-2.8013477,-1.8852010494485238,130,116,378,337,4,1,1.0,1953-03-11,1953-03-11
152,1953-12-12,1953-12-12,1,634998.633759203,634998.633759203,634998.633759203,-3.3081362,-3.3081362,-1.9160663089412313,159,159,179,179,1,1,1.0,1953-12-12,1953-12-12
153,1953-12-17,1953-12-21,5,2184911.23153357,1090993.4007959075,5454967.003979538,-3.3124206,-2.6678128,-1.7920119785494453,147,26,314,245,5,1,1.0,1953-12-18,1953-12-18
154,1953-12-23,1954-01-30,39,7831642.971666332,2853157.0875287694,139804697.2889097,-4.731422,-3.2216275,-1.9375792852404623,175,16,406,51,49,2,1.2564102564102564,1954-01-22,1954-01-26
155,1954-02-08,1954-02-08,1,580204.6091209908,580204.6091209908,580204.6091209908,-2.397049,-2.397049,-1.77963180147866,164,164,239,239,1,1,1.0,1954-02-08,1954-02-08
156,1954-02-12,1954-02-20,9,4109766.491026883,2618195.2018424547,31418342.422109455,-4.544005,-3.2394602,-1.9338489598318087,103,18,383,60,12,2,1.3333333333333333,1954-02-17,1954-02-14
157,1954-02-26,1954-02-27,2,582780.4557678933,569230.8554003816,1138461.7108007632,-3.6638737,-3.5817683,-2.0645588073247216,32,24,30,22,2,1,1.0,1954-02-27,1954-02-26
158,1954-03-03,1954-03-03,1,561527.6644897836,561527.6644897836,561527.6644897836,-3.5024128,-3.5024128,-1.8927037937407205,117,117,178,178,1,1,1.0,1954-03-03,1954-03-03
159,1954-12-07,1954-12-07,1,572586.4029547401,572586.4029547401,572586.4029547401,-2.396835,-2.396835,-1.7671365196054631,154,154,277,277,1,1,1.0,1954-12-07,1954-12-07
160,1954-12-20,1954-12-22,3,966483.4419301758,720326.7141258834,2160980.1423776504,-2.9363363,-2.8805192,-1.8340514952131166,159,139,297,277,3,1,1.0,1954-12-21,1954-12-20
161,1954-12-27,1955-01-01,6,1848961.1543014278,1122166.4664400988,11221664.664400987,-4.3027954,-3.2107265,-2.053277813552218,150,28,172,31,10,2,1.6666666666666667,1954-12-29,1954-12-27
162,1955-01-04,1955-01-04,1,716567.3697953774,716567.3697953774,716567.3697953774,-2.9827185,-2.9827185,-1.965897269456785,114,114,126,126,1,1,1.0,1955-01-04,1955-01-04
163,1955-01-07,1955-01-10,4,1036792.0783206056,815300.4835548496,3261201.9342193985,-5.4937587,-4.061286,-2.0225102289182177,160,112,167,132,4,1,1.0,1955-01-09,1955-01-10
164,1955-01-12,1955-01-12,1,562559.0791714062,562559.0791714062,562559.0791714062,-3.8775094,-3.8775094,-2.0354589481784915,127,127,139,139,1,1,1.0,1955-01-12,1955-01-12
165,1955-01-14,1955-01-14,1,1049855.132494814,1049855.132494814,1049855.132494814,-2.4833374,-2.4833374,-1.7595529045590466,153,153,288,288,1,1,1.0,1955-01-14,1955-01-14
166,1955-01-17,1955-01-18,2,1000134.0476175394,778766.6061569275,1557533.212313855,-4.3277164,-3.947935,-2.0554716811338123,134,128,161,129,2,1,1.0,1955-01-18,1955-01-18
167,1955-01-20,1955-02-15,27,5603219.293290885,1749675.4772432623,62988317.18075744,-4.7778425,-3.297486,-1.943149206696705,169,7,409,26,36,3,1.3333333333333333,1955-02-12,1955-01-24
168,1955-02-19,1955-03-05,15,3421160.7487811,1912117.5068093252,38242350.1361865,-4.844672,-3.4911838,-1.936357297607001,137,17,390,122,20,2,1.3333333333333333,1955-03-02,1955-03-04
169,1955-03-20,1955-03-21,2,854959.7897161812,711052.549441165,1422105.09888233,-2.8800335,-2.564843,-1.803724142036992,120,113,404,400,2,1,1.0,1955-03-21,1955-03-21
170,1955-03-24,1955-03-27,4,1913210.7218832588,1353301.653558155,5413206.61423262,-3.1639383,-2.9901237,-1.860266054887362,161,73,247,124,4,1,1.0,1955-03-27,1955-03-27
171,1955-11-11,1955-11-17,7,2409152.3178906157,1765981.3779897797,12361869.645928457,-6.7744994,-4.8554177,-2.2993678458838085,99,59,148,94,7,1,1.0,1955-11-16,1955-11-15
172,1955-11-22,1955-11-26,5,1316731.2395741222,1075207.6492385524,5376038.246192763,-3.4976501,-3.040376,-1.9406430008238662,56,38,102,87,5,1,1.0,1955-11-24,1955-11-25
173,1955-11-29,1955-11-29,1,837437.4833835766,837437.4833835766,837437.4833835766,-2.2298632,-2.2298632,-1.7011335144790949,153,153,261,261,1,1,1.0,1955-11-29,1955-11-29
174,1955-12-11,1955-12-12,2,873181.1778403337,810240.6196756153,1620481.2393512307,-3.2097905,-2.9565296,-1.9786534035017693,29,28,42,26,2,1,1.0,1955-12-12,1955-12-11
175,1955-12-14,1955-12-27,14,6287699.680948239,1991608.1967936303,35848947.542285345,-3.8501205,-3.1913867,-1.9527302972676703,151,39,326,66,18,2,1.2857142857142858,1955-12-19,1955-12-23
176,1956-01-01,1956-01-03,3,1543466.3623912833,1079458.0484068068,3238374.1452204203,-2.5351746,-2.4315825,-1.7124551851158192,116,108,396,330,3,1,1.0,1956-01-02,1956-01-02
177,1956-01-05,1956-01-07,3,2266028.7713941485,1570196.2089423772,4710588.626827132,-3.0452912,-2.8441458,-1.8324332067108846,48,19,89,82,3,1,1.0,1956-01-06,1956-01-06
178,1956-01-09,1956-01-09,1,574644.7415427435,574644.7415427435,574644.7415427435,-3.234841,-3.234841,-1.9267569616783498,160,160,280,280,1,1,1.0,1956-01-09,1956-01-09
179,1956-01-13,1956-01-13,1,520146.7003874484,520146.7003874484,520146.7003874484,-2.1100323,-2.1100323,-1.693901515517916,34,34,100,100,1,1,1.0,1956-01-13,1956-01-13
180,1956-01-15,1956-01-16,2,1284516.5993304816,1063439.5393643698,2126879.0787287396,-2.2872972,-2.1780703,-1.6812268639932457,78,57,200,157,2,1,1.0,1956-01-16,1956-01-15
181,1956-01-18,1956-01-21,4,1007238.9296210273,820852.3385720375,3283409.35428815,-2.9876027,-2.6347322,-1.828234532182074,147,88,216,195,4,1,1.0,1956-01-19,1956-01-19
182,1956-01-28,1956-02-05,9,4014140.3419054803,2186249.766257553,26234997.195090633,-5.4414463,-3.8091488,-2.052583668132993,163,50,408,100,12,2,1.3333333333333333,1956-02-02,1956-02-01
183,1956-02-07,1956-02-07,1,1054186.9664079498,1054186.9664079498,1054186.9664079498,-2.7688422,-2.7688422,-1.773510022440622,79,79,385,385,1,1,1.0,1956-02-07,1956-02-07
184,1956-02-10,1956-02-10,1,919881.829437231,919881.829437231,919881.829437231,-4.5560966,-4.5560966,-2.1064178795896025,151,151,174,174,1,1,1.0,1956-02-10,1956-02-10
185,1956-02-12,1956-02-23,12,2745493.004362371,1410096.5666043744,18331255.365856867,-4.94472,-3.431723,-1.9871331829404246,131,13,319,31,13,2,1.0833333333333333,1956-02-16,1956-02-15
186,1956-03-05,1956-03-05,1,536424.9634092011,536424.9634092011,536424.9634092011,-2.9503045,-2.9503045,-1.9455092838001584,36,36,31,31,1,1,1.0,1956-03-05,1956-03-05
187,1956-03-11,1956-03-12,2,925994.2272669454,871026.1605033616,1742052.3210067232,-3.3425696,-3.3054333,-1.9088325990169828,116,91,189,163,2,1,1.0,1956-03-11,1956-03-12
188,1956-03-16,1956-03-17,2,1338473.1576280082,1263993.4788600677,2527986.9577201353,-2.8076653,-2.780849,-1.8150934094534041,96,94,407,402,2,1,1.0,1956-03-16,1956-03-16
189,1956-03-25,1956-03-26,2,785575.6388521747,697421.4019047362,1394842.8038094724,-2.0802364,-2.0424454,-1.6996117491439469,137,135,330,315,2,1,1.0,1956-03-25,1956-03-25
190,1956-12-04,1956-12-19,16,2114748.337673994,1160920.2513152517,22057484.774989784,-4.199552,-3.0198638,-1.8927182607661084,128,12,372,43,19,2,1.1875,1956-12-06,1956-12-07
191,1956-12-30,1957-01-03,5,1141478.5707649677,781435.7847306683,3907178.9236533414,-2.4518027,-2.2387807,-1.7127081022403363,143,85,319,275,5,1,1.0,1957-01-02,1957-01-02
192,1957-01-05,1957-02-04,31,10616708.789547069,4302505.531511763,167797715.72895876,-6.558376,-3.598184,-1.9699760255366177,132,19,415,82,39,2,1.2580645161290323,1957-01-25,1957-01-27
193,1957-02-06,1957-02-10,5,2009071.288647942,1152232.581992302,6913395.491953813,-3.7370167,-3.0908298,-1.9446349746854246,108,21,412,209,6,2,1.2,1957-02-09,1957-02-09
194,1957-02-12,1957-02-13,2,1399809.1202579117,1017890.4559701757,3053671.367910527,-2.657094,-2.5398035,-1.8260715802931564,105,20,375,31,3,2,1.5,1957-02-12,1957-02-12
195,1957-02-20,1957-02-25,6,3248399.357399264,1686043.7988921807,10116262.793353084,-4.192919,-3.327483,-1.8500808280604675,77,37,143,116,6,1,1.0,1957-02-22,1957-02-23
196,1957-02-28,1957-03-01,2,1458395.2093155603,1145907.492376546,2291814.984753092,-3.568829,-3.179204,-1.8787198655700499,93,90,397,382,2,1,1.0,1957-03-01,1957-03-01
197,1957-11-23,1957-11-24,2,936240.1376246349,741275.5769501831,1482551.1539003663,-4.157906,-3.9135087,-2.037247225103817,172,158,192,183,2,1,1.0,1957-11-23,1957-11-23
198,1957-12-01,1957-12-01,1,562925.4113621445,562925.4113621445,562925.4113621445,-3.2025595,-3.2025595,-2.0155886155271117,178,178,197,197,1,1,1.0,1957-12-01,1957-12-01
199,1957-12-11,1957-12-13,3,3650306.2173767146,1925154.6868622315,5775464.060586695,-4.1037154,-3.3056803,-2.1409298240512764,169,152,282,235,3,1,1.0,1957-12-12,1957-12-12
200,1957-12-19,1957-12-19,1,596911.4954444459,596911.4954444459,596911.4954444459,-2.8873227,-2.8873227,-1.9504207564077372,20,20,416,416,1,1,1.0,1957-12-19,1957-12-19
201,1957-12-23,1957-12-30,8,1244965.1058367325,864978.3137533168,6919826.510026534,-3.348617,-2.6534426,-1.8114853875367847,67,9,208,38,8,1,1.0,1957-12-25,1957-12-26
202,1958-01-04,1958-01-05,2,1015782.7410020478,939617.4374017834,1879234.8748035668,-2.3049653,-2.2917042,-1.6881659034389687,138,114,306,299,2,1,1.0,1958-01-05,1958-01-05
203,1958-01-08,1958-01-10,3,2082731.4501506793,1338496.8663402558,5353987.465361023,-3.7070422,-3.2761106,-1.990009621557176,159,13,343,252,4,2,1.3333333333333333,1958-01-09,1958-01-09
204,1958-01-13,1958-01-15,3,1590442.2561759988,1149836.4822742504,3449509.4468227513,-3.3166552,-2.7731264,-1.9422043355284524,47,34,390,184,3,1,1.0,1958-01-13,1958-01-14
205,1958-01-19,1958-01-19,1,750781.279827005,750781.279827005,750781.279827005,-2.8481197,-2.8481197,-1.7809577975684487,156,156,288,288,1,1,1.0,1958-01-19,1958-01-19
206,1958-01-24,1958-01-24,1,555867.7098356517,555867.7098356517,555867.7098356517,-3.5365558,-3.5365558,-2.0191395510733128,177,177,201,201,1,1,1.0,1958-01-24,1958-01-24
207,1958-02-03,1958-02-04,2,1748343.884771565,1708323.1527308864,3416646.3054617727,-4.196392,-3.764655,-2.024293923277069,153,147,279,266,2,1,1.0,1958-02-04,1958-02-04
208,1958-02-08,1958-02-23,16,5248388.491832071,2275768.110026727,47791130.31056126,-3.982006,-3.116627,-1.9648548959599852,166,10,385,118,21,2,1.3125,1958-02-17,1958-02-17
209,1958-02-25,1958-02-25,1,654593.7521798247,654593.7521798247,654593.7521798247,-2.5383196,-2.5383196,-1.7847139117034934,61,61,379,379,1,1,1.0,1958-02-25,1958-02-25
210,1958-02-28,1958-02-28,1,823471.7792870562,823471.7792870562,823471.7792870562,-3.4899669,-3.4899669,-2.2204933795523134,41,41,385,385,1,1,1.0,1958-02-28,1958-02-28
211,1958-11-17,1958-11-18,2,1249041.4374756638,903766.8932444535,1807533.786488907,-5.138345,-4.9133034,-2.1796070418983327,139,119,151,134,2,1,1.0,1958-11-17,1958-11-18
212,1958-12-06,1958-12-11,6,1183398.180734461,964866.0794155882,5789196.476493529,-3.5168126,-3.096123,-1.9464061912938178,111,62,292,101,6,1,1.0,1958-12-09,1958-12-10
213,1958-12-13,1958-12-16,4,2693335.7230879427,1952540.8402332955,7810163.360933182,-4.011743,-3.480534,-1.898771917934809,156,121,239,224,4,1,1.0,1958-12-15,1958-12-15
214,1958-12-19,1958-12-23,5,2457300.590233465,1402173.5750132767,7010867.875066383,-3.424887,-2.5626202,-1.739862412250894,107,67,407,221,5,1,1.0,1958-12-22,1958-12-22
215,1958-12-25,1958-12-25,1,827765.0417120737,827765.0417120737,827765.0417120737,-2.2383015,-2.2383015,-1.6860768812768003,118,118,319,319,1,1,1.0,1958-12-25,1958-12-25
216,1958-12-30,1959-01-08,10,11586554.69557913,4328211.938982657,47610331.328809224,-5.5554094,-3.950264,-2.01076066747001,162,28,202,41,11,2,1.1,1959-01-05,1959-01-04
217,1959-01-10,1959-01-11,2,2359237.212564471,1938231.3965914305,3876462.793182861,-3.1027706,-2.9463015,-1.7978461390453053,158,151,285,255,2,1,1.0,1959-01-10,1959-01-11
218,1959-01-16,1959-01-18,3,4091542.2164432425,2690031.532556227,8070094.597668681,-3.341003,-3.1200092,-1.9249269800982838,147,131,268,247,3,1,1.0,1959-01-17,1959-01-17
219,1959-01-21,1959-01-24,4,2783931.0860275645,1728386.582672571,8641932.913362855,-4.185199,-3.07387,-1.884502809662651,144,30,236,66,5,2,1.25,1959-01-22,1959-01-21
220,1959-01-26,1959-01-27,2,1908365.9448440867,1734925.2513575866,3469850.502715173,-2.6611896,-2.6466017,-1.7493454416948624,102,97,382,311,2,1,1.0,1959-01-27,1959-01-27
221,1959-01-29,1959-02-04,7,6200314.662598477,2759612.568771387,19317287.981399707,-3.4413164,-2.949083,-1.9198618346113612,108,42,427,127,7,1,1.0,1959-02-02,1959-02-02
222,1959-02-06,1959-02-17,12,5309135.880784138,2698193.2876433907,45869285.88993764,-4.244087,-3.1286983,-1.933871943435447,124,30,396,112,17,2,1.4166666666666667,1959-02-08,1959-02-12
223,1959-02-19,1959-02-24,6,3378607.5048286477,2626886.278803451,15761317.672820706,-3.077475,-2.6743526,-1.8672507246434844,110,89,395,246,6,1,1.0,1959-02-20,1959-02-23
224,1959-02-26,1959-02-26,1,1042012.8809222718,1042012.8809222718,1042012.8809222718,-2.547581,-2.547581,-1.6894114202377335,107,107,398,398,1,1,1.0,1959-02-26,1959-02-26
225,1959-02-28,1959-03-03,4,3018054.3848523786,1692737.1367622856,6770948.547049142,-4.155485,-3.3950772,-1.943183745143919,61,18,397,389,4,1,1.0,1959-02-28,1959-03-01
226,1959-03-06,1959-03-07,2,1168761.1254767417,975286.7635298509,1950573.5270597017,-3.291006,-2.8984208,-1.9757667244321495,85,84,418,410,2,1,1.0,1959-03-06,1959-03-06
227,1959-03-16,1959-03-16,1,539088.670585665,539088.670585665,539088.670585665,-2.934795,-2.934795,-1.9411704180397702,92,92,409,409,1,1,1.0,1959-03-16,1959-03-16
228,1959-03-19,1959-03-20,2,1670419.2197321518,1401084.115312539,2802168.230625078,-2.800146,-2.6952243,-1.8354895736125207,114,110,406,384,2,1,1.0,1959-03-19,1959-03-20
229,1959-11-13,1959-11-18,6,1934069.170406648,1252351.4569865267,7514108.741919161,-4.8280888,-3.5268772,-1.9914952951064508,159,70,219,114,6,1,1.0,1959-11-16,1959-11-13
230,1959-11-29,1959-11-30,2,1097643.2017073391,852318.0215039048,1704636.0430078097,-3.332088,-3.0432239,-1.8729330733912253,164,159,272,268,2,1,1.0,1959-11-30,1959-11-30
231,1960-01-01,1960-01-11,11,4495822.7492387565,2364682.162080228,33105550.269123193,-6.3439894,-3.7824652,-1.9930646253736195,156,12,376,127,14,2,1.2727272727272727,1960-01-10,1960-01-06
232,1960-01-13,1960-01-13,1,761876.6605066851,761876.6605066851,761876.6605066851,-3.9872293,-3.9872293,-2.177798884385943,116,116,122,122,1,1,1.0,1960-01-13,1960-01-13
233,1960-01-16,1960-01-29,14,3580210.055358431,1834503.689822352,27517555.34733528,-5.943972,-3.40105,-1.9314226220939223,159,11,400,128,15,2,1.0714285714285714,1960-01-20,1960-01-18
234,1960-01-31,1960-01-31,1,1301950.6279161815,909248.8882227791,1818497.7764455583,-2.426648,-2.3500865,-1.7127281958311205,96,15,371,261,2,2,2.0,1960-01-31,1960-01-31
235,1960-02-04,1960-02-06,3,711301.5099745198,669297.8396096346,2007893.5188289038,-2.848219,-2.6035564,-1.8923874411053274,112,37,405,395,3,1,1.0,1960-02-04,1960-02-05
236,1960-02-13,1960-02-15,3,1108836.8374005316,915318.5829086867,2745955.74872606,-4.2232556,-3.2921383,-1.9871449841721498,174,161,269,206,3,1,1.0,1960-02-13,1960-02-13
237,1960-02-19,1960-02-20,2,902268.3148179156,815164.1792428406,1630328.3584856812,-3.1616292,-2.791799,-1.851635636156177,171,160,278,244,2,1,1.0,1960-02-19,1960-02-19
238,1960-02-23,1960-03-09,16,3782484.9776611486,2009212.9109819403,36165832.397674926,-4.1713347,-3.3322015,-1.982333853999823,152,83,347,140,18,2,1.125,1960-03-04,1960-02-25
239,1960-03-11,1960-03-13,3,1400977.2058712905,1060891.1727011234,3182673.5181033704,-2.5303478,-2.3109367,-1.7078505817016971,145,126,316,302,3,1,1.0,1960-03-11,1960-03-13
240,1960-03-22,1960-03-22,1,550831.0408102914,550831.0408102914,550831.0408102914,-2.5361245,-2.5361245,-1.8635451516079282,149,149,306,306,1,1,1.0,1960-03-22,1960-03-22
241,1960-03-29,1960-03-30,2,896342.1390465258,835938.1913509055,1671876.382701811,-3.3042912,-3.2049494,-2.144998228995717,74,64,410,395,2,1,1.0,1960-03-30,1960-03-30
242,1960-12-06,1960-12-07,2,1008841.8586815026,785086.0294298499,1570172.0588596999,-3.2796798,-3.2318842,-2.011253372228961,145,120,141,141,2,1,1.0,1960-12-06,1960-12-06
243,1960-12-10,1960-12-10,1,631186.3682439326,631186.3682439326,631186.3682439326,-3.7195935,-3.7195935,-2.1883192310936717,152,152,161,161,1,1,1.0,1960-12-10,1960-12-10
244,1960-12-13,1960-12-14,2,2755324.4080174277,2297688.6991939005,4595377.398387801,-3.1676977,-3.136698,-1.9331562371306124,146,140,287,281,2,1,1.0,1960-12-13,1960-12-13
245,1960-12-16,1960-12-17,2,574322.2433385015,537445.0721817396,1074890.1443634792,-3.7152095,-2.9994934,-1.953469289747559,159,146,260,173,2,1,1.0,1960-12-17,1960-12-16
246,1960-12-21,1960-12-24,4,3340344.046459179,2008486.8091172168,8033947.236468867,-4.0178623,-3.3293247,-1.969804014908835,168,115,286,218,4,1,1.0,1960-12-22,1960-12-23
247,1960-12-28,1960-12-28,1,604651.2872879065,604651.2872879065,604651.2872879065,-2.969266,-2.969266,-1.9671006801558397,111,111,302,302,1,1,1.0,1960-12-28,1960-12-28
248,1960-12-31,1960-12-31,1,561678.9690283727,561678.9690283727,561678.9690283727,-2.2351189,-2.2351189,-1.7642230654464048,76,76,259,259,1,1,1.0,1960-12-31,1960-12-31
249,1961-01-02,1961-01-03,2,945633.7294079411,758211.9815718923,1516423.9631437846,-2.0524762,-1.9941657,-1.6765325243406077,41,36,221,202,2,1,1.0,1961-01-02,1961-01-03
250,1961-01-08,1961-01-16,9,1465032.543174953,852501.6228237959,7672514.605414163,-3.0277898,-2.7149003,-1.8347034448594965,21,10,366,151,9,1,1.0,1961-01-14,1961-01-13
251,1961-01-19,1961-02-04,17,8298062.654889395,3667374.288733851,62345362.908475466,-4.295828,-3.225214,-1.8844254560891855,150,90,412,226,17,1,1.0,1961-01-25,1961-01-22
252,1961-02-06,1961-02-08,3,927773.3313142412,723582.6647203858,2894330.658881543,-3.4242773,-2.6069508,-1.8473637602290938,171,121,395,196,4,2,1.3333333333333333,1961-02-07,1961-02-07
253,1961-02-13,1961-02-14,2,1457338.161789834,1390004.1561301548,2780008.3122603097,-4.000767,-3.2835228,-1.9411401593636823,116,109,387,371,2,1,1.0,1961-02-13,1961-02-14
254,1961-02-17,1961-02-25,9,3317417.1680580718,1817751.489734941,18177514.89734941,-3.7588089,-3.0947933,-1.8950968628234708,104,9,411,326,10,2,1.1111111111111112,1961-02-18,1961-02-24
255,1961-03-07,1961-03-08,2,1408459.5250810904,1039362.4955568312,2078724.9911136625,-3.1671681,-2.9356225,-1.813280713029124,54,9,367,342,2,1,1.0,1961-03-07,1961-03-07
256,1961-03-11,1961-03-15,5,1097838.0407921367,722322.9208038846,4333937.524823308,-3.017691,-2.7883198,-1.8451274071686699,119,7,406,373,6,2,1.2,1961-03-15,1961-03-15
257,1961-03-17,1961-03-18,2,660368.0115429364,589495.4853313081,1178990.9706626162,-2.0953758,-2.0352244,-1.676672301264531,132,130,335,319,2,1,1.0,1961-03-18,1961-03-17
258,1961-03-21,1961-03-21,1,665488.7559948112,665488.7559948112,665488.7559948112,-2.9384978,-2.9384978,-1.9571152834450996,123,123,354,354,1,1,1.0,1961-03-21,1961-03-21
259,1961-03-24,1961-03-24,1,528257.4617158181,528257.4617158181,528257.4617158181,-3.4010503,-3.4010503,-1.881712975850533,28,28,412,412,1,1,1.0,1961-03-24,1961-03-24
260,1961-11-29,1961-11-29,1,638216.9081963644,638216.9081963644,638216.9081963644,-2.5165615,-2.5165615,-1.8064151542675027,53,53,124,124,1,1,1.0,1961-11-29,1961-11-29
261,1961-12-01,1961-12-01,1,976560.5586124455,976560.5586124455,976560.5586124455,-2.9682813,-2.9682813,-1.9664104617463274,47,47,106,106,1,1,1.0,1961-12-01,1961-12-01
262,1961-12-10,1961-12-13,4,3705380.196760043,2960127.7479352476,11840510.99174099,-5.0699487,-4.3705654,-2.1566193246551144,129,90,197,143,4,1,1.0,1961-12-12,1961-12-12
263,1961-12-15,1961-12-15,1,750060.6364462011,750060.6364462011,750060.6364462011,-2.404751,-2.404751,-1.813632977401425,106,106,217,217,1,1,1.0,1961-12-15,1961-12-15
264,1961-12-17,1961-12-30,14,3392448.399716436,1587032.8948291156,26979559.212094966,-3.8080847,-2.9517045,-1.944306187713427,161,19,273,27,17,2,1.2142857142857142,1961-12-19,1961-12-29
265,1962-01-05,1962-01-06,2,839208.7772488041,710905.1101050917,1421810.2202101834,-3.3596387,-2.7281497,-1.830541405728199,172,109,352,198,2,1,1.0,1962-01-06,1962-01-06
266,1962-01-09,1962-02-03,26,6898206.582615154,3122672.4800828653,99925519.36265169,-6.7442904,-3.7921886,-2.0722597156641664,158,10,413,47,32,2,1.2307692307692308,1962-01-11,1962-01-21
267,1962-02-06,1962-02-12,7,5152328.080617793,2840295.2267867667,19882066.587507367,-3.6781068,-3.0407035,-1.7966262356688285,126,57,333,253,7,1,1.0,1962-02-07,1962-02-11
268,1962-02-18,1962-03-04,15,5892969.672579935,1995566.034816187,41906886.73113993,-6.2594256,-3.1666493,-1.8489768860339453,120,15,406,109,21,2,1.4,1962-02-28,1962-02-26
269,1962-03-06,1962-03-06,1,840405.5878959316,840405.5878959316,840405.5878959316,-3.788325,-3.788325,-2.165035564132758,163,163,270,270,1,1,1.0,1962-03-06,1962-03-06
270,1962-12-08,1962-12-08,1,533953.3638288457,533953.3638288457,533953.3638288457,-2.5531566,-2.5531566,-1.820230636544583,25,25,29,29,1,1,1.0,1962-12-08,1962-12-08
271,1962-12-11,1962-12-15,5,4199586.0065049,2451904.4129948234,12259522.064974118,-4.7699323,-3.4507575,-2.0779222609578345,155,126,286,243,5,1,1.0,1962-12-12,1962-12-13
272,1962-12-21,1962-12-22,2,1738513.2884676005,1142750.9598001183,2285501.9196002367,-2.726372,-2.5539882,-1.7932653853916325,119,112,407,333,2,1,1.0,1962-12-21,1962-12-21
273,1962-12-24,1963-01-03,11,3048150.1433526003,1230135.8900691029,17221902.46096744,-4.426498,-3.0916193,-1.9692810093619333,132,19,312,52,14,2,1.2727272727272727,1962-12-26,1962-12-25
274,1963-01-06,1963-01-06,1,531335.9791576415,531335.9791576415,531335.9791576415,-2.3559303,-2.3559303,-1.7873105343898181,8,8,48,48,1,1,1.0,1963-01-06,1963-01-06
275,1963-01-08,1963-02-05,29,8480700.777083287,4104977.679074978,139569241.08854926,-6.6382275,-3.5957148,-2.0378735726619355,139,19,387,21,34,2,1.1724137931034482,1963-01-23,1963-01-13
276,1963-02-08,1963-02-09,2,1833931.127860011,1769963.7831648136,3539927.5663296273,-3.2500725,-2.9287992,-2.0257147507261752,120,114,309,297,2,1,1.0,1963-02-09,1963-02-08
277,1963-02-12,1963-02-17,6,2715585.341621575,2149892.7629472935,12899356.57768376,-5.1958947,-3.9297533,-1.98458030065855,164,119,323,195,6,1,1.0,1963-02-16,1963-02-13
278,1963-02-20,1963-03-06,15,4554275.231664626,1641886.8252947498,26270189.204715997,-4.4516854,-2.978438,-1.8935970293424298,149,58,411,175,16,2,1.0666666666666667,1963-02-22,1963-02-22
279,1963-03-16,1963-03-17,2,1614119.7975262708,1394106.0842713409,2788212.1685426817,-2.8993406,-2.7677433,-1.989489864915534,108,98,405,382,2,1,1.0,1963-03-17,1963-03-17
280,1963-11-18,1963-11-25,8,1298597.6000982218,946825.5663367965,7574604.530694372,-3.485174,-3.1231823,-1.9728784135853104,48,21,81,42,8,1,1.0,1963-11-20,1963-11-21
281,1963-12-11,1963-12-24,14,3193143.5172104514,2178943.2785021677,30505205.899030346,-3.9364727,-3.3207202,-1.9777519250802438,161,101,264,149,14,1,1.0,1963-12-15,1963-12-24
282,1963-12-27,1963-12-27,1,589241.8174916087,589241.8174916087,589241.8174916087,-2.4484382,-2.4484382,-1.790579989688706,97,97,323,323,1,1,1.0,1963-12-27,1963-12-27
283,1963-12-30,1964-01-01,3,4723501.503681911,2388309.15132374,9553236.60529496,-4.4844894,-3.5610123,-1.9239662377589553,168,103,409,215,4,2,1.3333333333333333,1963-12-31,1963-12-31
