label,area,time,cm_lat,cm_lon,mean,stdev,median,min_value,min_lat,min_lon
22,2866477.5881553893,1973-02-01,107,349,-2.002899082978006,0.2954587964842898,-1.9932103,-2.8359616,106,360
5,1489545.1789267021,1973-02-02,101,400,-1.76732719663954,0.24856974625781078,-1.6928166,-2.7578397,87,398
6,545178.0625022841,1973-02-03,91,418,-1.677435936036597,0.16354298837827194,-1.6183512,-2.405166,79,399
52,1300693.182890575,1973-02-09,168,205,-2.2060450032563717,0.46695569577548207,-2.1930776,-3.8331711,190,209
8,629521.7521118759,1973-02-10,40,372,-1.886431490406027,0.2632330974813129,-1.8314295,-2.5232768,41,370
74,1827878.5155570246,1973-02-10,168,216,-2.2701007449085466,0.4452327163525716,-2.2230883,-3.8007858,190,208
7,5072027.749761999,1973-02-11,93,329,-2.118192182341643,0.4802335193876627,-1.9920249,-4.4821806,180,280
1,2395185.1346022882,1973-02-12,21,149,-1.8735454627878092,0.3074062419107974,-1.7924982,-2.9948328,38,38
66,1613039.405771969,1973-02-12,137,282,-1.9513863444005748,0.413126268114887,-1.8155967,-3.5500972,142,283
4,3586924.315017863,1973-02-13,26,165,-1.907102225729131,0.3386551220723746,-1.8117265,-3.2016907,3,225
4,2634459.1787004885,1973-02-14,29,241,-1.8836396289760784,0.3092641796605571,-1.7978029,-3.142299,2,232
1,3370324.5844955165,1973-02-15,41,302,-1.9309081521049278,0.395374325366404,-1.8102806,-3.3477075,24,388
5,5193580.45082248,1973-02-16,53,329,-2.0859305809905004,0.5828142724324499,-1.9224795,-4.307718,38,399
5,7684851.899537036,1973-02-17,81,332,-2.1197257198311736,0.4585764127244478,-2.0385008,-4.48693,32,440
1,961136.9998764888,1973-02-18,22,409,-2.0252747198918484,0.3490430505621316,-2.0062702,-3.4506962,29,436
12,2697500.6392146954,1973-02-18,126,311,-1.982557958309828,0.29091850924860935,-1.945135,-3.2515004,118,289
15,586512.872819517,1973-02-19,137,334,-1.7221636139772794,0.15628402765544916,-1.6951891,-2.1942377,138,343
1,626575.5639709566,1973-02-20,42,381,-1.8136697590987987,0.2030233866847721,-1.7993397,-2.3375962,39,380
2,705534.2599139313,1973-02-21,39,382,-1.747292320237402,0.14108366819516807,-1.7270002,-2.088881,39,387
18,2239575.991055645,1973-02-27,89,363,-1.939664839428884,0.25990814168657744,-1.9387828,-2.717306,107,338
11,1738485.505005631,1973-02-28,89,382,-1.84015441537797,0.22705034523567744,-1.8228801,-2.5792537,87,391
15,1860029.6748509454,1973-03-01,92,391,-1.8953022391189709,0.33207612656761953,-1.8069581,-2.8400369,81,398
8,2744185.38243028,1973-03-02,75,394,-1.8885797908874502,0.3036980160902853,-1.813259,-2.9005177,82,398
18,1766481.8962323372,1973-03-03,65,396,-1.8896077057560448,0.26292037202531365,-1.848006,-2.6810544,83,398
6,933043.6265454307,1973-03-07,109,407,-1.7287408143879068,0.15919049802126753,-1.7028937,-2.2256699,106,402
10,562813.3843983872,1973-03-10,101,419,-1.6655085051863774,0.09911161672753743,-1.663125,-1.94024,98,416
12,848969.9249161285,1973-03-11,105,420,-1.7782957990493071,0.16823979664745498,-1.7677377,-2.3317971,107,440
1,549508.4353255186,1973-03-28,42,391,-1.9089403871315807,0.2412875270492868,-1.8976613,-2.5528514,42,387
3,610202.8594811925,1973-12-13,61,196,-1.7643543792503993,0.1771482697657915,-1.7385979,-2.3331165,66,193
30,540698.2093955476,1973-12-17,164,242,-1.801224994451068,0.20014945690078084,-1.7770611,-2.194791,162,262
13,2737364.6424994445,1973-12-20,150,199,-1.9603746713881844,0.3671814995567078,-1.8558141,-3.196864,179,195
8,2717723.5900951535,1973-12-21,156,215,-2.105884436198643,0.4659207419364861,-1.987289,-3.6473398,188,204
6,1519582.967841365,1973-12-22,146,265,-1.9590313153603902,0.32578579309484695,-1.9193826,-3.310366,179,280
24,1422850.1571484795,1973-12-30,80,187,-1.7305730354673654,0.14814386648539207,-1.7094015,-2.3063276,98,190
19,3981498.030963482,1973-12-31,89,203,-1.860546123693724,0.22693708169165755,-1.8275552,-2.7680123,132,190
6,5893452.423225892,1974-01-01,98,208,-2.124773083397923,0.4202042299167795,-2.0688457,-3.5667806,124,209
2,6133765.465500376,1974-01-02,100,204,-1.9889590369976973,0.3847215502419713,-1.8898857,-4.438059,135,138
11,2245029.450608978,1974-01-03,73,341,-1.7491741153471352,0.15946633480429442,-1.7378291,-2.2614505,91,339
20,4219525.212355468,1974-01-03,121,162,-2.187259875227498,0.5307165997935746,-2.0380735,-4.116356,134,136
8,1795972.6080850423,1974-01-04,80,367,-1.8186241659116522,0.18032326089762193,-1.8082649,-2.319216,75,332
12,4427560.227653676,1974-01-04,122,172,-2.1799700945387412,0.523677510323796,-2.06704,-4.885844,101,115
3,573361.6723785091,1974-01-05,63,328,-1.725821128671203,0.1540808881658609,-1.6906319,-2.1564515,55,295
4,2287462.6202031868,1974-01-05,98,152,-2.157554715035575,0.4608202337218964,-2.0571275,-3.633492,103,103
1,585232.1967363817,1974-01-06,62,328,-1.789471163220692,0.2352399936445527,-1.71472,-2.6971583,50,296
9,2297314.379165128,1974-01-06,103,156,-2.3021549163401884,0.5782953874368532,-2.2002747,-4.713035,101,115
1,3768218.346392151,1974-01-07,89,203,-1.967090530410474,0.4330492959455538,-1.8507147,-4.4586987,95,120
5,3516822.883822514,1974-01-08,96,192,-2.022039580515738,0.4499538085659211,-1.9287474,-4.757253,95,120
7,7187295.948180375,1974-01-09,96,237,-1.9428665522079405,0.4394834940237481,-1.804734,-4.7891173,95,120
4,5536021.308854177,1974-01-10,82,153,-1.962934742801293,0.3504797804339841,-1.8878769,-4.3699093,97,111
19,888080.4808854008,1974-01-10,101,419,-1.9214662146421126,0.21779632852655054,-1.9397042,-2.4941838,121,432
10,5763337.0048444215,1974-01-11,90,165,-2.102730802650349,0.41552423856758225,-2.0351272,-3.8282077,133,131
31,4719316.154636223,1974-01-12,96,216,-2.048761433749072,0.4824844242303539,-1.9081609,-3.872045,122,208
8,1224372.7987687085,1974-01-13,44,66,-2.0494399075376735,0.5181972475818194,-1.9051906,-4.093699,60,63
34,3720758.9850043254,1974-01-13,96,342,-1.74304803217651,0.1931494370202077,-1.6954366,-2.5065017,116,249
4,8083689.390938239,1974-01-14,64,252,-1.9177713029973484,0.3168011327207721,-1.8660767,-4.0447645,62,64
7,5951106.919736618,1974-01-15,53,235,-1.9162555474032739,0.3333163914159698,-1.8781,-3.9739993,62,64
5,1378552.1991818782,1974-01-16,45,78,-2.1425188987121495,0.44766242889477176,-2.0676994,-3.5569654,47,49
6,4255790.453583868,1974-01-16,59,308,-1.935317643217616,0.2676728658998291,-1.9193376,-2.8593802,80,343
6,1320989.9786664655,1974-01-17,40,81,-1.9103324806711142,0.29055344263030586,-1.8579612,-2.931794,39,56
20,4772398.564374341,1974-01-17,77,323,-1.9896474149438204,0.27715643986753236,-1.9857849,-2.942622,102,345
42,4763097.269176118,1974-01-18,96,350,-1.9859955768110071,0.31235611385940454,-1.9699936,-2.94426,109,315
38,1400947.3638667755,1974-01-19,102,398,-1.8446048524425707,0.30253695334628333,-1.7421795,-2.8473442,92,379
6,533739.9746922195,1974-01-21,21,30,-1.8219962211869518,0.19638282712179986,-1.8231461,-2.6265557,35,16
4,935175.0219772111,1974-01-23,26,122,-1.7425847638154082,0.18864377462126097,-1.6995547,-2.5153673,29,103
7,935491.1941886885,1974-01-24,23,129,-1.6955128847928909,0.13870873455633928,-1.6705693,-2.1794367,5,58
1,689319.2288840363,1974-01-25,17,123,-1.6966988605585565,0.13346458900451233,-1.6730394,-2.1911175,3,93
27,605529.0219910705,1974-01-25,44,378,-1.789418905756762,0.22203682186233814,-1.7455622,-2.444683,45,376
24,2144665.4275329313,1974-01-26,64,391,-1.9346489496128534,0.2796634415636603,-1.8991379,-2.6046264,48,378
22,761320.7820374445,1974-01-27,35,103,-1.7553872575731893,0.1747897560504921,-1.7356114,-2.2781503,41,133
41,1922051.2491346076,1974-01-27,73,400,-1.944046872053397,0.2749992453453589,-1.9016919,-2.5984137,82,417
4,1148034.8731159784,1974-01-28,32,93,-1.7441746832905651,0.1911935032114465,-1.704536,-2.5745869,22,55
10,1435501.5490955575,1974-01-29,35,71,-1.815880378747401,0.2654003914089541,-1.7500423,-2.889332,47,41
8,2796918.8790564532,1974-01-30,38,139,-1.8668626155440773,0.2848995820905859,-1.8091495,-3.0235014,59,66
1,3968499.6282319105,1974-01-31,39,155,-1.9037110125703842,0.2758256978255975,-1.8675921,-2.7850487,4,159
5,4227701.204569469,1974-02-01,43,175,-1.7887189322892216,0.17258944158623785,-1.7779163,-2.589011,6,139
8,4815087.659977948,1974-02-02,64,272,-1.8214344203136021,0.20236919379193627,-1.8005545,-2.7346115,63,398
30,3907573.8274265933,1974-02-03,55,263,-1.8419417674126832,0.3066372257495714,-1.7569587,-3.191116,64,402
2,1673897.0483298486,1974-02-04,37,187,-1.8179579584536156,0.29603317041611504,-1.7195082,-2.965183,1,147
25,647824.9838627895,1974-02-04,68,405,-1.9688630191794723,0.3216933229984677,-1.8857553,-2.5534527,66,402
16,1295134.1063118808,1974-02-05,105,288,-1.7391785481372788,0.20847609850914578,-1.6732388,-2.5145783,103,262
34,596447.2667532611,1974-02-08,138,173,-1.8344922522682827,0.28744618968425095,-1.7553191,-3.0461817,135,180
1,502326.8354128275,1974-02-09,11,108,-1.801144868028121,0.20953521360861507,-1.7714562,-2.3556013,3,72
46,1288233.7989104716,1974-02-09,170,202,-1.878452266250736,0.2818726488128019,-1.8030193,-2.7294905,167,181
1,788358.9168978444,1974-02-10,12,120,-1.8285415400957776,0.22457611036686287,-1.7971232,-2.606581,3,108
2,839066.0021523769,1974-02-11,22,155,-1.756447176774852,0.19771779947535653,-1.7074152,-2.5833483,2,87
7,905606.427483351,1974-02-12,40,185,-1.6823654898939884,0.10974464619390736,-1.6735547,-2.0025375,46,212
7,969120.3933038808,1974-02-14,82,324,-1.7726880364947848,0.26849354460742547,-1.687029,-2.862447,87,359
13,2316966.1774271247,1974-02-15,79,381,-2.0948849215181995,0.3645843656777374,-2.0770395,-3.050104,78,398
9,1546521.8778582413,1974-02-16,82,396,-1.8441715924517417,0.27272824139182533,-1.7720124,-2.6296878,81,398
16,725501.2448736441,1974-02-17,72,411,-1.9064402791824542,0.22865166835479386,-1.9077957,-2.420328,85,400
20,903912.5670067123,1974-02-25,164,226,-1.7740341935838972,0.16991934726653948,-1.7776699,-2.0927608,175,248
17,2000341.1799915975,1974-02-26,160,257,-1.9171499302663653,0.30344751248068497,-1.8525645,-2.872275,175,271
26,990012.4732875772,1974-02-27,159,275,-1.8655378308988386,0.2625141261730717,-1.7998637,-2.6837308,177,274
4,906947.1621407476,1974-03-02,46,370,-1.869403729096372,0.24731635153769796,-1.8443816,-2.531484,46,372
4,2739582.8220004463,1974-03-03,79,394,-2.27246510762507,0.5647196701080149,-2.168212,-3.9134395,85,400
15,2191905.194562243,1974-03-04,98,405,-2.37667860191451,0.5393721207641178,-2.2647376,-3.8362632,86,400
30,507791.57657814975,1974-03-05,109,425,-1.781940870401854,0.1741727835175244,-1.7626963,-2.298314,120,434
65,1414576.984769015,1974-03-09,107,409,-1.8640417966714184,0.2501168568211192,-1.7913008,-2.5244255,117,428
38,1452800.7735415571,1974-03-10,102,409,-1.9081523581949678,0.30179244836860325,-1.8368573,-3.338756,118,437
15,1094790.4434734543,1974-03-11,114,376,-1.800590734944565,0.18734225378735053,-1.798173,-2.6832943,127,378
4,1732385.0413062433,1974-03-12,110,383,-1.855619634962254,0.18782698215362087,-1.8557383,-2.5133924,122,402
1,843813.0021724023,1974-03-21,79,412,-1.9002257179780948,0.20466652133753852,-1.9479955,-2.3248115,74,416
2,662968.8240987683,1974-03-22,81,419,-1.8576398127734164,0.19701258844994707,-1.883909,-2.2142324,79,430
5,836866.3470244842,1974-03-29,119,387,-1.7464604205648664,0.18558596122009974,-1.7020062,-2.433148,123,396
18,1609171.298166514,1974-12-24,129,145,-2.0673037188702543,0.43959137764668965,-1.9692831,-4.4032245,107,108
7,1002591.7228790156,1974-12-25,133,153,-2.0928981325587968,0.4254099193648263,-2.0029755,-3.5286605,132,173
26,606436.0752655234,1974-12-27,149,155,-1.9201162468326565,0.29837530006126933,-1.8830285,-3.0824587,150,166
1,546796.8038846678,1974-12-29,10,41,-1.9371096799044105,0.27663835796846153,-1.9027643,-2.643846,14,8
1,653420.7977253835,1974-12-30,12,41,-1.963256726450562,0.3385616113118715,-1.8835719,-3.0388288,10,20
2,538365.2954858638,1974-12-30,13,403,-1.913554174588718,0.24914782007201294,-1.899823,-2.6802444,15,419
2,567246.0525372139,1974-12-31,12,399,-1.8687734271575576,0.23939993389349556,-1.8211573,-2.4689434,9,412
2,695588.8169513466,1975-01-01,15,409,-1.9798416905323557,0.3190667310475134,-1.952136,-2.9533746,8,417
16,1146228.6634122352,1975-01-01,122,146,-2.0988819994241714,0.44195950190634103,-1.9975598,-3.7855,119,124
3,709482.8857739813,1975-01-02,15,409,-1.975534777925504,0.2917160221149379,-1.9337568,-3.0064235,20,440
14,781677.4038964524,1975-01-02,130,130,-2.082757376315547,0.4038576380360717,-2.0118847,-3.5620496,118,123
1,655873.0447392068,1975-01-03,20,21,-2.1971059005175317,0.4674362724831753,-2.170298,-3.717601,37,9
2,684201.6345430831,1975-01-03,15,410,-1.942702233435421,0.31811723022914484,-1.8513445,-2.938791,29,436
15,1350358.6321675668,1975-01-03,134,147,-2.025755340562147,0.4019812275301588,-1.9432874,-4.143435,149,166
1,1030288.449870108,1975-01-04,23,31,-2.2657207405950714,0.4546920275895515,-2.2552605,-3.4919968,33,2
33,976213.535460897,1975-01-04,148,163,-2.1375582986725066,0.60399383960912,-1.9360142,-4.6594334,148,163
1,1736048.9914809114,1975-01-05,23,58,-2.1318694199262946,0.48356087939976367,-1.9922869,-3.5331821,41,22
41,502955.1385433937,1975-01-05,143,157,-2.088115346037401,0.4858094359766113,-1.9746258,-4.075109,148,164
1,1747036.1626114286,1975-01-06,22,58,-2.1692646588507634,0.49443742072154373,-2.0300698,-3.4139965,11,21
1,1938147.921243095,1975-01-07,31,62,-2.2893121425411147,0.5123498750144164,-2.233832,-3.639128,45,36
3,1754685.9772081815,1975-01-08,35,58,-2.333046104933086,0.593431682140928,-2.2579136,-4.840503,55,60
4,2445640.609246992,1975-01-09,37,75,-2.1676405653700974,0.5340517931343635,-2.0676742,-4.7502303,54,59
1,3348323.731105898,1975-01-10,39,88,-2.117404081847008,0.41719815006577454,-2.056642,-3.8033843,58,70
1,5408633.955731861,1975-01-11,49,114,-2.092945974918422,0.3885555200866217,-2.043289,-3.5337937,133,181
1,5670680.241550161,1975-01-12,57,143,-2.115810913531019,0.45943947870118157,-2.0189173,-4.12687,149,167
1,2225353.415670124,1975-01-13,12,160,-2.262789912525953,0.48935237645928287,-2.2192183,-4.4475756,0,201
47,2843030.6139390194,1975-01-13,159,206,-2.2054227498092493,0.5033422558247383,-2.1403992,-3.764017,190,210
1,2420325.513294898,1975-01-14,16,171,-1.9444666490718567,0.35820925457937414,-1.8517524,-3.3228946,0,222
75,2148118.6410886394,1975-01-14,166,231,-2.0246236511430262,0.47920332936614873,-1.8619256,-3.9844663,196,203
5,1978385.3767278146,1975-01-15,17,156,-1.8780787275153172,0.3136751418248792,-1.7956786,-3.840215,0,217
3,1741688.051619146,1975-01-16,16,186,-1.9344886850460015,0.3562298317508403,-1.8468966,-3.4346611,2,219
2,2796751.47740287,1975-01-17,27,213,-1.9165029668891829,0.3385819171171071,-1.8374212,-3.2955906,8,273
1,4243008.519811543,1975-01-18,35,241,-1.8745636375746537,0.287023471975414,-1.800775,-3.1527102,6,255
1,4132617.650554995,1975-01-19,36,237,-1.8909326369355344,0.23591056851058959,-1.872431,-2.9731557,7,254
1,5370277.346260496,1975-01-20,50,279,-2.1480126513568036,0.5304051305891818,-2.0711012,-5.1931024,51,390
1,6227337.660662278,1975-01-21,55,310,-2.2255408862140764,0.8049873152565105,-2.003117,-6.029502,50,400
6,2122848.0832753945,1975-01-22,60,259,-1.7542241725386658,0.20211536210973965,-1.7035266,-2.5282564,93,245
1,1458182.7545883274,1975-01-24,39,376,-1.7557105445924723,0.21435778655395227,-1.7003777,-2.841127,42,426
1,2715150.2380238865,1975-01-25,50,367,-1.8298965817341852,0.22970673624964483,-1.7962604,-2.9793828,19,383
5,2405903.0988490433,1975-01-26,45,370,-1.7891713626839152,0.2177633768334396,-1.7420911,-3.0495436,19,384
19,709630.0389582705,1975-01-28,41,373,-1.8780691389854138,0.2574751511550133,-1.8364062,-2.6630654,52,379
28,583539.4418535446,1975-01-28,46,254,-1.696169718150617,0.11653673349743982,-1.6833429,-1.9920982,41,234
13,4307899.999419593,1975-01-29,62,360,-1.9567652879972908,0.4053974926164069,-1.828238,-3.4429774,76,400
13,3920296.152545129,1975-01-30,61,365,-1.984541536195106,0.3522341052611943,-1.9545074,-2.9956062,72,402
42,765676.9075085365,1975-01-30,111,126,-1.94752768651763,0.3574556260334756,-1.8537495,-3.6312153,100,110
3,4777505.81277949,1975-01-31,79,371,-2.0104742130381044,0.3567478306176144,-1.9661087,-3.4280145,91,379
3,3952091.9228068823,1975-02-01,83,382,-2.0944728918652284,0.37709557388872395,-2.0129843,-4.109061,120,434
1,4127300.712444051,1975-02-02,85,381,-2.0743592620938327,0.38890956733038023,-2.0297713,-3.4959373,94,388
2,1212701.438521618,1975-02-02,41,95,-1.7686715018256194,0.2471677472849778,-1.703381,-2.8915792,70,81
1,3974489.072867033,1975-02-03,86,383,-2.0991752571115416,0.37173081725605106,-2.0902717,-3.2491095,93,387
4,1499018.691028254,1975-02-03,51,91,-1.825633883542503,0.2656273521870951,-1.7701609,-3.1462436,70,81
4,1768051.9326453225,1975-02-04,61,115,-1.8618171815461104,0.2506753107104153,-1.8256025,-2.881935,70,80
24,4242926.774040922,1975-02-04,97,371,-2.3670286412901986,0.5676265534337165,-2.292609,-3.753147,86,376
19,1645103.7392658652,1975-02-05,76,137,-1.9211193684471979,0.26144548883345453,-1.9011692,-2.9434032,69,83
22,2860048.0601678113,1975-02-05,103,389,-2.320050697207565,0.546329263087682,-2.269109,-3.8319159,103,402
9,1489404.3586672863,1975-02-06,100,157,-1.7873599565350862,0.1800703181782194,-1.7771137,-2.886892,133,184
14,1160505.4154959219,1975-02-06,100,411,-1.9005328769974865,0.2892021450391082,-1.8372797,-2.798318,118,437
17,1201647.617768048,1975-02-07,159,223,-1.784127314377996,0.1696848390806856,-1.78449,-2.3305032,166,216
6,1289705.6844531111,1975-02-08,77,137,-1.834447739194181,0.2508917032608223,-1.7899702,-2.738456,67,123
26,3780742.177144611,1975-02-09,100,208,-1.9252077348769532,0.33183332423039336,-1.8631474,-3.5006368,107,184
16,3423845.0271279356,1975-02-10,87,287,-1.8430973562085253,0.31640641464481106,-1.7629353,-4.026831,128,283
1,6649235.218865742,1975-02-11,58,223,-1.974383855406305,0.3898440269123246,-1.8661289,-3.8197298,66,78
1,3741298.4674382145,1975-02-12,42,99,-2.0484465075181224,0.42487117866456525,-1.9638522,-3.9300785,60,65
14,1905260.4108271634,1975-02-12,80,392,-2.0422423208622966,0.3282497788287493,-2.0397043,-2.969848,70,395
1,2346459.4337161654,1975-02-13,35,82,-2.094516218622426,0.43125523260269816,-2.0050163,-3.6032245,48,49
15,1393668.370025146,1975-02-13,74,392,-1.8718087604014388,0.26297343189848216,-1.7940936,-2.7422326,69,394
1,1465258.4019660563,1975-02-14,35,90,-1.8293291011364823,0.24145129444434232,-1.7834396,-3.0119479,66,82
23,1775319.4472286021,1975-02-14,94,366,-1.7825618667254295,0.19970729739221577,-1.7617543,-2.5256107,78,398
21,2316463.7928530467,1975-02-15,97,389,-1.9059295440481006,0.24053219211769672,-1.9025099,-2.603026,78,398
15,823655.8190378004,1975-02-16,95,420,-1.703605301750893,0.14626493750258948,-1.6823088,-2.2010942,89,419
15,1541665.958471386,1975-02-18,98,400,-1.768859564291237,0.21177288680443968,-1.7062023,-2.466783,93,386
15,1524215.5398711069,1975-02-23,97,406,-2.0857823272989524,0.3631787033146172,-2.0199783,-3.172302,95,399
30,1108617.7209904927,1975-02-23,155,172,-1.9537302919877726,0.31103289144099844,-1.9167955,-3.2314582,135,182
14,1535751.1162914834,1975-02-24,92,405,-2.096525838863419,0.45412294650732155,-1.9909526,-3.4957018,86,398
22,627016.8211793802,1975-02-24,175,192,-1.9087361867064672,0.35169801637639336,-1.8023417,-3.1588614,182,196
3,1309030.562365921,1975-02-25,98,412,-1.9678600318297423,0.3442668596381758,-1.8921778,-2.9167757,90,407
5,607614.710748466,1975-03-03,149,299,-1.8697647754198465,0.17054401206783837,-1.8934208,-2.2381017,136,317
10,611215.3779651917,1975-03-04,146,307,-1.7974307093187727,0.16556149237898735,-1.7909791,-2.3001077,132,327
8,576292.2545492284,1975-03-12,46,393,-1.7800683929822676,0.16665875096678856,-1.77847,-2.126924,40,379
4,587975.501046554,1975-11-26,126,186,-2.0615692491747892,0.5128690462757265,-1.8813856,-3.9466724,128,169
19,1504160.7833709945,1975-11-30,110,154,-1.9489870942831937,0.37928989260407375,-1.868807,-4.4264617,145,157
6,759366.9691829344,1975-12-02,33,70,-1.7576907027412105,0.1798881720601328,-1.7235827,-2.3185868,36,74
1,1232272.6218016103,1975-12-03,27,50,-1.9401290161460722,0.28047014790717284,-1.8974454,-2.946821,40,18
3,1700039.3647072387,1975-12-04,31,55,-2.105025651467033,0.36852051258455876,-2.0846503,-3.2388308,37,49
1,2210452.250669434,1975-12-05,31,67,-2.0796711691225798,0.4052418229925637,-1.9858243,-3.379812,39,15
1,1785010.2943675555,1975-12-06,26,57,-2.2159937274837183,0.43321626832425747,-2.1872175,-3.2431152,22,80
1,1662440.376728504,1975-12-07,21,60,-2.0898833916646056,0.33105507853270055,-2.0602584,-3.2006998,22,87
1,1286949.4480395361,1975-12-08,17,55,-1.9744771005021784,0.2562584199772186,-1.9860138,-2.734161,31,4
1,1274106.7302147108,1975-12-09,19,48,-2.030116658050064,0.28863248774565897,-2.0353231,-2.880701,13,32
1,1802728.7782614212,1975-12-10,24,65,-1.9883322211741141,0.28113892535323115,-1.9835384,-2.8832176,30,0
3,2615693.147497429,1975-12-11,34,93,-2.005289041416138,0.3220282706517578,-1.9598591,-3.2711673,28,103
1,2481132.9967487357,1975-12-12,34,105,-1.9882711742662973,0.3758892552453186,-1.892717,-3.543636,28,104
2,2300280.5494295643,1975-12-13,32,92,-1.9469332080669104,0.3292888496285801,-1.8746336,-3.1313925,28,104
22,1860698.6888947561,1975-12-14,46,133,-1.7672280069002286,0.18786418897132362,-1.7357984,-2.513289,31,107
70,544895.2658611654,1975-12-15,133,147,-1.9193690679290079,0.307497250505399,-1.8638644,-3.2211432,135,145
5,687073.4330062191,1975-12-16,43,134,-1.680881368245329,0.1255596938079852,-1.6544821,-2.2540712,21,110
13,1207886.898825559,1975-12-17,88,179,-1.8698734763850513,0.23879978809349747,-1.8494731,-2.614272,87,176
1,3346621.8429720085,1975-12-18,96,231,-1.805723939817378,0.20898488978841107,-1.784157,-2.6311088,115,207
23,3951463.327352359,1975-12-19,122,269,-1.9386851912345955,0.2830092352914889,-1.910131,-3.041421,82,267
4,1478073.4404490045,1975-12-20,86,299,-1.9108454564493664,0.27169140520595564,-1.8938329,-3.148188,103,314
23,683038.4793308171,1975-12-22,165,266,-1.8871489868409805,0.32786959811670513,-1.8521512,-3.4560437,176,281
4,1255484.8288899274,1975-12-24,95,310,-1.715323820039187,0.17296594710326343,-1.6691191,-2.5376196,112,305
3,1170133.161754631,1975-12-25,95,327,-1.8475941733424799,0.25821720523267994,-1.7942044,-2.7044215,92,323
2,536570.9799778498,1975-12-30,17,418,-2.135713729132165,0.35491158642437537,-2.1291428,-4.1027617,35,433
2,611102.0231880398,1975-12-31,18,417,-2.153203146224027,0.3415870349238907,-2.1643376,-4.0276766,38,431
2,588443.8285598706,1976-01-01,18,419,-2.0213082264128484,0.3021162235944293,-1.9779465,-3.0872488,39,429
42,730094.0755438493,1976-01-01,140,149,-2.198305726981039,0.49201094227124564,-2.1108687,-3.8993115,142,163
2,580623.9025846076,1976-01-02,18,418,-2.097593055040287,0.3406933238793057,-2.0231502,-3.2151425,33,434
11,1938195.9706542406,1976-01-02,128,150,-2.290450672457989,0.5433657772919183,-2.2377415,-4.9142637,142,171
1,535753.3864126686,1976-01-03,17,420,-2.1399826100529022,0.41246775675140734,-2.058427,-3.4614694,33,434
5,2631184.109017154,1976-01-03,127,167,-2.0023757214974762,0.42103824589065697,-1.8928596,-4.2146344,158,166
22,3087545.247695541,1976-01-04,128,207,-1.8373245625981067,0.2803713099527765,-1.7736495,-3.3704977,117,199
3,1048666.2939560039,1976-01-05,44,150,-1.7639168831381467,0.17430795193032272,-1.7456883,-2.3223112,47,146
36,1277517.8636584342,1976-01-05,142,256,-1.6887457191706179,0.17894995692754476,-1.6214046,-2.5677235,126,285
2,3764276.5876682727,1976-01-06,61,153,-1.8125993733378414,0.20772883801688388,-1.7759787,-2.813627,44,92
33,560875.3084645079,1976-01-06,120,293,-1.8598892591617726,0.2895097572097105,-1.8192075,-3.458124,122,286
3,5715227.042250113,1976-01-07,82,168,-1.9563401341850781,0.3127314027247052,-1.9086041,-3.1901572,60,135
26,6617840.136191005,1976-01-08,117,210,-2.0882364626369325,0.38587345937502454,-2.0451434,-3.2528863,141,172
15,5494901.045592495,1976-01-09,132,265,-1.967895252167069,0.31236807918419157,-1.938072,-3.262006,131,259
60,2629417.7522548893,1976-01-10,118,297,-1.7955686670402538,0.19603514011970807,-1.7776606,-2.7119882,121,275
21,2048619.7498079229,1976-01-11,81,323,-1.8581123624702638,0.2784311626013592,-1.7926124,-2.8494518,105,318
48,837034.2812542612,1976-01-12,81,331,-1.835354539493932,0.3246245252096595,-1.7244871,-2.9251401,88,335
13,923249.5976997324,1976-01-17,100,258,-1.6942877376093635,0.16559214290501964,-1.6495098,-2.3768516,106,232
15,4005321.358026434,1976-01-18,126,281,-2.0147515987048155,0.32148685663493337,-1.9727466,-3.339024,180,280
28,3006041.954493404,1976-01-19,130,294,-2.1108400578332414,0.3350440120768294,-2.1054082,-3.474406,116,291
18,1458134.8087905464,1976-01-22,88,274,-1.8104287029201358,0.1964007658689293,-1.8096151,-2.663961,101,276
15,3097446.346089242,1976-01-23,104,302,-2.193692054219664,0.4989786852965857,-2.1142664,-4.0417075,114,322
5,1537174.4175666748,1976-01-24,92,299,-1.9232629935490844,0.3083736478068699,-1.8637946,-2.736387,99,303
1,744045.821489971,1976-01-27,8,104,-2.0551083794968417,0.3398354899531945,-2.0387797,-2.8065393,4,118
37,1262065.1321331405,1976-01-27,167,202,-1.8653724723463427,0.24957587096168712,-1.8399854,-2.6698408,179,194
2,640815.7721333354,1976-01-28,8,121,-2.025849381573413,0.30566066191792585,-2.0321572,-2.7865272,4,119
26,509290.98243821505,1976-01-28,176,233,-1.7990028154282343,0.22493382461616548,-1.7480102,-2.8497,196,204
8,768732.0139108284,1976-01-31,82,322,-1.7128630477357643,0.13120695925747572,-1.6977199,-2.1897283,87,315
7,2102259.6681019696,1976-02-02,108,270,-2.040001446136864,0.3901839262645781,-1.9681094,-3.367119,112,275
5,732657.5032951544,1976-02-03,116,284,-1.8273188595376326,0.3009445420515898,-1.7343284,-2.8921173,115,257
12,899296.357746702,1976-02-05,100,141,-1.9614689476375382,0.337724143701529,-1.8938675,-3.4071355,100,126
3,1264699.5930074737,1976-02-06,86,410,-1.7155055503331906,0.14150474178327918,-1.6934847,-2.3832226,71,395
15,879479.43131587,1976-02-06,103,152,-2.018322346642876,0.35284832440133196,-1.9652995,-3.1170595,106,185
