label,area,time,cm_lat,cm_lon,mean,stdev,median,min_value,min_lat,min_lon
1,1203474.4488710864,1952-02-05,26,357,-1.7035645494444622,0.12342534796107135,-1.6973686,-2.1132379,14,333
2,514560.87972842716,1952-02-19,17,370,-1.762267796262618,0.21623984598356322,-1.7037637,-2.6390057,19,386
3,681636.9961566741,1952-02-20,20,399,-1.8158236647272386,0.23545555154237258,-1.7718104,-2.9297552,33,440
4,633807.3965889625,1952-02-21,19,402,-1.8285564451476988,0.2075687137649673,-1.8067056,-2.8493319,35,440
3,614717.68853558,1952-02-22,22,400,-1.8522020050789656,0.20820884117425578,-1.8511297,-2.3907683,37,439
44,774334.4856562109,1952-02-26,169,190,-1.889211033912773,0.2634743183236485,-1.8524976,-2.8396642,179,196
19,627846.4837174127,1952-03-04,115,200,-1.842397283364046,0.2735815499372896,-1.7881556,-3.0041552,130,194
1,693858.4936662405,1952-03-21,19,405,-1.9195397499565767,0.27656565438538994,-1.8842714,-3.4038355,35,436
1,662593.8111796628,1952-03-22,20,409,-1.962170622791529,0.2659725138714216,-1.9671252,-3.4917555,35,435
19,864169.1779570415,1952-11-26,132,171,-2.2351026290502305,0.5240749582787789,-2.1265883,-4.5725656,140,172
10,1701206.5306736552,1952-11-27,126,167,-2.2351148814058153,0.5313243890670188,-2.1429086,-4.422576,136,170
9,1888838.2643745418,1952-11-28,120,165,-2.091452018689301,0.3954878978662108,-2.04922,-3.284779,140,173
9,1183533.7768870026,1952-11-29,127,160,-2.08359372420988,0.5024612778663937,-1.9582423,-4.993173,140,172
1,503240.2589903936,1952-12-04,134,153,-1.9788466759669927,0.36726216332651707,-1.8935015,-3.4697683,140,172
6,500131.48423818615,1952-12-05,150,172,-1.9150303012397207,0.37275391810180286,-1.8024931,-3.582912,141,173
2,1377130.3455698988,1952-12-15,162,245,-1.8203714015544392,0.2021221019252992,-1.7978951,-2.551953,175,282
9,1062843.5810358976,1952-12-24,129,150,-1.957147019426325,0.33079701026304337,-1.889322,-3.3445876,131,130
8,1041424.3368154819,1952-12-25,115,160,-1.9537320679970467,0.31606424729014504,-1.8954413,-3.0440502,123,174
2,595172.5856480326,1952-12-26,18,222,-1.7366213472881193,0.15647401216920967,-1.7076449,-2.312114,19,250
13,1025453.866398343,1952-12-26,120,158,-1.923717736165463,0.29356642253284837,-1.8735104,-3.0387156,98,142
3,514188.6844314231,1952-12-27,24,221,-1.76896146149591,0.17715391911313064,-1.747338,-2.326461,31,234
7,1460167.2931209253,1953-01-07,58,107,-2.14934638384997,0.7266689462611614,-1.9298439,-5.2821827,65,76
8,1697356.5250420289,1953-01-08,50,90,-2.314437725433989,0.85394857230015,-1.9995518,-5.6655517,59,62
3,2264946.5504102563,1953-01-09,42,91,-2.225023185616232,0.7903615765978477,-1.9450068,-5.6045814,59,62
1,2134839.547862565,1953-01-10,39,83,-2.1190954282365997,0.4953845596833802,-2.0038347,-4.0999103,46,49
1,2642714.6272411426,1953-01-11,38,93,-2.1249358830213647,0.5819316823191556,-1.912244,-4.4050937,54,58
2,2624320.752482864,1953-01-12,42,97,-2.173607348619489,0.5759276145116377,-2.0194693,-4.668438,61,69
2,2640619.462518255,1953-01-13,47,102,-2.322687804753694,0.5631362398770717,-2.2554264,-3.8232887,58,73
3,2797213.920806372,1953-01-14,50,106,-2.2062915599076898,0.5303432245342804,-2.1078281,-3.6225474,65,110
3,3867638.579278192,1953-01-15,59,133,-1.8990935659569572,0.33184107776462035,-1.8113804,-3.2970147,63,100
9,633110.109251282,1953-01-16,21,60,-1.7182918808101553,0.14939085846600683,-1.6914241,-2.334724,38,41
59,1840770.1902569483,1953-01-16,116,211,-1.8830554379307107,0.3176579523403043,-1.8012733,-3.3449087,114,191
15,770866.8891326315,1953-01-17,23,72,-1.7055936744521916,0.13615187749725535,-1.688225,-2.2373092,37,48
81,866467.9416713777,1953-01-17,163,200,-1.8262011882396059,0.2822024563060877,-1.7293261,-2.7560682,142,208
8,1623223.2103206753,1953-01-18,19,173,-1.7984801745176315,0.26309803314986596,-1.7184877,-2.8559916,22,243
1,2276053.869688016,1953-01-19,20,191,-1.8661653723738767,0.2828834901402911,-1.8022939,-3.0168655,4,180
1,2581510.0198675483,1953-01-20,20,217,-1.8971723253951478,0.2953257587590263,-1.8133787,-2.9977887,18,250
2,2437978.5109426286,1953-01-21,22,255,-1.9315899363783522,0.31633645374142594,-1.8566476,-3.0056658,18,250
2,1895042.117606331,1953-01-22,21,270,-1.9073410712874297,0.2966817859137968,-1.8471984,-2.8903124,20,297
3,1400626.3843743005,1953-01-23,23,322,-1.8904867660478244,0.2677542672127598,-1.8585131,-2.8543727,18,300
1,519193.8169960812,1953-01-24,12,34,-1.8620171137523374,0.23557617000056377,-1.8307207,-2.743294,10,20
2,1798811.1562397403,1953-01-24,27,327,-1.9256291665472844,0.26338763654030156,-1.9032111,-2.840701,21,298
1,772204.2088994534,1953-01-25,17,39,-1.9856148728416818,0.4586670750478292,-1.8558336,-4.1448965,39,14
3,1803385.1269851117,1953-01-25,30,338,-1.9308180939840192,0.259141542365977,-1.9282141,-2.8152518,38,437
2,1224813.937370943,1953-01-26,24,53,-2.043234741151856,0.5297883442083524,-1.9047017,-4.6011806,42,11
6,1830325.964294743,1953-01-26,30,352,-1.8459858603639085,0.22607880841935724,-1.810178,-2.9809988,32,434
4,1147553.1971340303,1953-01-27,27,336,-1.7605012140943852,0.17149684436651957,-1.7329203,-2.3466291,0,332
10,1830233.5860905393,1953-01-27,38,77,-1.8955241423713949,0.32343816379730456,-1.8123193,-3.355996,37,13
16,1397802.4972094726,1953-01-28,41,75,-1.9359477912697998,0.23804830493055568,-1.9280143,-2.6665943,52,62
22,817904.3751500127,1953-01-29,36,52,-1.894395030789323,0.25496657429191605,-1.8693066,-3.1045892,45,46
1,2819511.485483173,1953-01-30,29,122,-1.8573350332434726,0.244509874958152,-1.8209434,-2.7650256,47,50
3,2531389.397239022,1953-01-31,30,117,-1.8615218312440116,0.23541914743678088,-1.8306028,-2.732246,31,147
1,920185.6844319764,1953-02-01,13,54,-1.8995538921762967,0.26468028113280073,-1.8619006,-2.852487,5,55
30,1186109.7665292078,1953-02-01,88,246,-1.8631488717946478,0.2818132279866827,-1.7996732,-2.8289368,103,267
9,1972399.7373015613,1953-02-21,139,169,-1.8951643871168358,0.3205225929374533,-1.8038101,-3.6027243,137,178
10,621162.2061097125,1953-02-22,148,179,-1.827065068235,0.27620704942766244,-1.7525477,-3.5592272,137,179
17,568061.2710310203,1953-02-24,122,389,-1.7830535157120442,0.18889278619297165,-1.7491562,-2.2956517,115,426
8,550365.5394863664,1953-02-26,74,400,-1.6566933850447336,0.12493850879937744,-1.6257356,-2.1427438,66,391
24,814321.9045847713,1953-03-09,130,337,-1.8007894688880588,0.21543007151192134,-1.7617561,-2.413317,138,342
18,1190290.9796510718,1953-03-10,121,350,-1.9010808593097361,0.25197394654969907,-1.880985,-2.9692893,130,365
24,1402100.1676617481,1953-03-11,120,355,-2.0941330350772125,0.3647396078189155,-2.0330927,-3.0659328,127,371
18,1096350.536036881,1953-03-12,116,378,-1.7448008345190886,0.1977860686306692,-1.701332,-2.7568517,129,387
17,634998.633759203,1953-12-12,159,179,-1.9160663089412313,0.3082423728007703,-1.864934,-3.3081362,137,181
24,634731.9579312018,1953-12-17,118,245,-1.820155065589481,0.29014006127112785,-1.7318972,-2.8458767,125,257
23,2184911.23153357,1953-12-18,144,277,-1.9075732972265338,0.24236083807366451,-1.8851036,-3.3124206,139,264
33,1501188.9617180864,1953-12-19,147,281,-1.788279523691499,0.18994458802927391,-1.7614172,-2.7000597,139,264
5,589643.156260343,1953-12-20,26,310,-1.7148423526139387,0.153066756559087,-1.6913629,-2.3635955,10,342
9,544491.6965363362,1953-12-21,47,314,-1.729209653625774,0.13317830850392545,-1.7341295,-2.1171117,50,322
43,2843479.1964950683,1953-12-23,150,199,-2.0465646152958357,0.39405729180860133,-1.934521,-4.349927,146,170
50,2953395.9338362776,1953-12-24,157,196,-2.2400102247943336,0.5672758731193892,-2.0511355,-4.714777,150,179
39,1865706.1162240168,1953-12-25,163,182,-2.1726691522322836,0.46455667561207287,-2.1203942,-3.7286026,157,174
1,884975.0119291104,1953-12-26,16,283,-1.8764454347765032,0.23803050134158943,-1.8342375,-2.6007688,14,326
52,605660.4297565396,1953-12-26,175,200,-1.8659209480285646,0.290454950304688,-1.7966225,-2.7190573,189,206
1,897596.4935636778,1953-12-27,16,270,-1.7787225058734648,0.18665467443081454,-1.7345014,-2.5393438,12,344
3,682994.9220766991,1953-12-28,24,241,-1.7981975963765062,0.21765295030895318,-1.7572534,-2.4837475,31,234
1,2319549.5849297564,1953-12-29,46,238,-1.8512239427564858,0.21504909075711456,-1.8227043,-2.702469,31,236
2,2649223.5129161086,1953-12-30,43,257,-1.8683619686816348,0.2728846043274813,-1.8107978,-2.7826014,90,263
1,2317293.9381526667,1953-12-31,17,186,-1.8899517578110365,0.21760710904508968,-1.8832273,-2.6921911,24,256
2,3726201.121974286,1954-01-01,27,201,-1.930235984828026,0.232999322378648,-1.9269025,-2.7079904,22,274
1,4868702.4235373195,1954-01-02,29,203,-1.992872815196202,0.2913643064903393,-1.9790921,-2.882838,11,273
3,5092889.506591395,1954-01-03,30,223,-2.002734586323868,0.3039948175587426,-1.9868526,-2.9804783,25,243
3,3121211.038473779,1954-01-04,19,165,-2.1889731979844953,0.3565838216201723,-2.2127376,-3.2696545,3,246
1,3219152.6633574795,1954-01-05,20,170,-2.1142028011183553,0.3771795484979201,-2.0800052,-3.4897914,4,222
1,3027352.385194164,1954-01-06,18,184,-2.057078585588555,0.3374865829355453,-2.0257401,-3.5622406,5,223
3,2548053.113678431,1954-01-07,20,236,-2.104026487044144,0.3029487730167636,-2.130835,-3.1027458,6,252
2,2485435.994621901,1954-01-08,29,259,-1.9426352473850326,0.26456475917307415,-1.9405599,-2.7034395,31,231
1,3529980.8413838507,1954-01-09,47,261,-1.8448054867109833,0.21046422721906488,-1.8293827,-2.4462483,58,234
4,3781171.980865513,1954-01-10,54,287,-1.8157248447500425,0.191811356382155,-1.7899568,-2.5353935,33,281
9,3448972.386823682,1954-01-11,64,320,-1.8694122196742144,0.2444719134823194,-1.8369658,-2.645361,56,391
51,1228855.0124607214,1954-01-11,160,211,-1.7836208151421211,0.2194209582825391,-1.7337719,-2.8009531,138,222
22,1723068.4292601983,1954-01-12,102,238,-1.7859243314333932,0.2033593243746136,-1.7273109,-2.423378,132,258
24,2260142.9246701263,1954-01-13,126,293,-1.8814384391255585,0.3361527234731599,-1.8081977,-3.9975638,130,266
5,699946.326176503,1954-01-14,41,265,-1.6196900460973132,0.08981223335794103,-1.6033256,-1.9813231,58,256
30,685012.2803197411,1954-01-14,68,143,-1.679250305951652,0.15561563930535116,-1.6343236,-2.4150531,66,125
11,4176153.4179966203,1954-01-15,60,180,-1.9999025248355364,0.4545335542747259,-1.8453013,-4.6471972,77,92
24,4640894.092193334,1954-01-16,69,188,-2.0351922675270346,0.47483746651412034,-1.8539252,-4.0808854,77,93
3,6754840.261230864,1954-01-17,78,231,-1.8683461367882717,0.2828186660601286,-1.804427,-2.9040248,73,86
9,4265217.960469167,1954-01-18,82,318,-1.8432900018197462,0.2820418281301003,-1.7901189,-3.5707,124,291
25,1195159.3707881595,1954-01-18,76,127,-2.1445710463332044,0.39860246917222303,-2.103935,-3.3230445,86,106
1,3246843.972257333,1954-01-19,59,127,-1.9783859392477101,0.3783178918408758,-1.8784002,-3.9080055,84,105
2,2474285.5296189636,1954-01-19,56,324,-1.782584222235048,0.18317411032350853,-1.7574878,-2.4157028,80,345
9,6657753.658635783,1954-01-20,67,168,-2.146484179059597,0.5486118811595118,-1.9769608,-4.5198364,93,123
15,7130442.334200473,1954-01-21,76,177,-2.1656721772513516,0.42174446529417314,-2.1302326,-4.133566,61,61
10,7831642.971666332,1954-01-22,81,231,-1.9415731972347414,0.3418270688163604,-1.8504685,-3.3479748,66,79
5,2556367.705015447,1954-01-23,63,126,-2.0746650769270145,0.39897185591814815,-1.9927219,-3.4744763,73,85
10,3408364.7146694856,1954-01-23,82,364,-1.9163957287030473,0.310378834107629,-1.855089,-3.1205401,65,402
8,3337786.2031010496,1954-01-24,65,134,-2.154110914617858,0.4489904074933212,-2.092288,-3.8899431,78,88
29,1223737.051868525,1954-01-24,74,406,-1.8524759246387172,0.3035186639458142,-1.7738125,-2.7389627,67,424
10,3506977.814386971,1954-01-25,66,122,-2.2076172731714303,0.5252953326417609,-2.1141374,-4.6239147,68,70
11,3317084.8570236336,1954-01-26,60,125,-2.0611573017186036,0.48486806514152886,-1.9562821,-4.731422,64,69
8,2946628.0674327645,1954-01-27,46,94,-2.0744178452357787,0.40815854153943215,-2.009297,-4.109241,45,49
15,686941.1216689748,1954-01-27,40,322,-1.6787830195186768,0.14281745672503723,-1.6425072,-2.1694698,36,346
1,2153820.2900278624,1954-01-28,36,69,-1.9532780277503488,0.37872726511070437,-1.8606391,-3.7630444,45,36
5,1332648.9746919484,1954-01-28,49,329,-1.6941282860507072,0.18063231665516558,-1.6342846,-2.4569252,58,369
9,824802.8457678485,1954-01-29,32,51,-1.9197832235264454,0.28729185092307236,-1.8972244,-3.4784782,40,35
13,2077105.323727946,1954-01-29,79,333,-1.7128403461701258,0.169384584059953,-1.6756401,-2.6586316,108,306
44,593175.1812011912,1954-01-30,81,333,-1.7350359754410494,0.18871692841565083,-1.6961495,-2.5358164,100,346
9,580204.6091209908,1954-02-08,164,239,-1.77963180147866,0.22476590100340033,-1.7167279,-2.397049,175,241
47,2945104.8615740254,1954-02-12,96,313,-1.8192659497239525,0.22811922093591122,-1.770696,-2.6093445,110,259
36,4074480.215102292,1954-02-13,100,337,-2.105461088706599,0.4377452180430316,-2.0132885,-3.3875408,113,325
20,1731039.7285426417,1954-02-14,42,68,-2.0674411236660104,0.5129315795755598,-1.9403354,-4.544005,52,50
28,3308264.990668628,1954-02-14,103,361,-2.003460293681426,0.34595037168387077,-1.9502951,-3.2896528,105,339
6,2195610.9521009354,1954-02-15,53,377,-1.762384449486788,0.18838295830341825,-1.7382355,-2.610056,10,338
14,1602084.3007305798,1954-02-15,42,72,-2.060069620492583,0.42859635854471884,-1.9553447,-3.707992,52,52
3,1302660.7436056088,1954-02-16,18,356,-1.7529135346560452,0.2025313171851288,-1.7004771,-2.9246383,31,438
12,1274083.796133225,1954-02-16,39,60,-2.0644123844721687,0.3454286514691491,-2.0322032,-3.2002888,56,53
1,4109766.491026883,1954-02-17,26,230,-1.8647717574631137,0.2595878689677358,-1.8176594,-3.2084546,38,34
1,4009906.21062319,1954-02-18,24,252,-1.9130071038802632,0.2728661872207705,-1.8775749,-3.1699762,40,35
1,3025197.676002971,1954-02-19,31,342,-1.890803714748472,0.29702122704428996,-1.8291847,-3.1511087,75,391
1,1840142.455998477,1954-02-20,62,383,-1.9021964970042777,0.35571041259650227,-1.808207,-3.0704699,84,395
1,555681.2550328698,1954-02-26,24,22,-2.110403362269582,0.5013533359529442,-1.9562987,-3.6638737,41,7
4,582780.4557678933,1954-02-27,32,30,-2.018714252379861,0.3834806243863548,-1.9254513,-3.4996629,42,19
21,561527.6644897836,1954-03-03,117,178,-1.8927037937407205,0.37592056575125216,-1.7435249,-3.5024128,128,179
17,572586.4029547401,1954-12-07,154,277,-1.7671365196054631,0.19305790332033204,-1.7328124,-2.396835,163,267
63,641050.1384877792,1954-12-20,159,277,-1.9195875412474075,0.3328596815943962,-1.8424728,-2.9363363,172,280
31,966483.4419301758,1954-12-21,152,290,-1.849819834978796,0.2599671781573803,-1.806771,-2.7859478,179,279
32,553446.5619596954,1954-12-22,139,297,-1.732747109413147,0.23852332663458034,-1.6767322,-2.9192736,132,272
6,831849.1325439462,1954-12-27,28,31,-2.1457831262280966,0.3562695079074866,-2.161824,-3.3479888,41,5
20,1104823.1613274538,1954-12-27,112,130,-2.308005427372431,0.5220033002248632,-2.2376645,-4.3027954,114,126
4,1078666.9609573046,1954-12-28,31,43,-2.1065843247792615,0.3584937779570974,-2.0918932,-2.9723108,27,30
42,1785834.5874773944,1954-12-28,131,152,-2.134754457353971,0.42993116961769723,-2.0703847,-3.7202806,128,130
6,1389950.1227956705,1954-12-29,40,67,-1.9858587322460908,0.29380822154404623,-1.9724295,-3.1993265,50,59
55,1848961.1543014278,1954-12-29,150,172,-2.1016260235769706,0.40757571791618474,-2.028016,-3.3520098,172,183
15,1189260.5328879668,1954-12-30,40,72,-1.9007902017564078,0.274304572706812,-1.8583574,-2.830133,32,9
71,652962.1836202198,1954-12-30,147,155,-1.9730058894299045,0.31549786808339336,-1.9039408,-2.9538388,148,152
9,698756.025419263,1954-12-31,31,58,-1.919061791661864,0.234751953272872,-1.9076319,-2.7882578,35,7
9,640600.8030703411,1955-01-01,31,72,-1.9573081611171828,0.2576898160573502,-1.9508996,-2.6403224,35,95
6,716567.3697953774,1955-01-04,114,126,-1.965897269456785,0.29367962691251354,-1.9224601,-2.9827185,132,130
5,806599.7952638089,1955-01-07,112,138,-1.9868993936013564,0.3486276869085983,-1.909162,-3.440236,110,107
3,903478.0503138688,1955-01-08,120,132,-2.0897449105782715,0.4165031012864486,-2.018487,-3.5190902,130,132
2,1036792.0783206056,1955-01-09,126,143,-2.019593782679683,0.4149305404389559,-1.9366977,-3.792058,132,131
42,514332.01032111526,1955-01-10,160,167,-1.9938028288135603,0.6232031218884702,-1.8014532,-5.4937587,160,165
5,562559.0791714062,1955-01-12,127,139,-2.0354589481784915,0.4012590189036414,-1.9677477,-3.8775094,139,128
18,1049855.132494814,1955-01-14,153,288,-1.7595529045590466,0.2043342683168603,-1.7206631,-2.4833374,145,323
18,557399.1646963155,1955-01-17,128,129,-1.99377230746592,0.38344417373525785,-1.908824,-3.5681539,121,109
5,1000134.0476175394,1955-01-18,134,161,-2.117171054801705,0.4821932800560448,-2.0302968,-4.3277164,162,167
25,500055.2677259206,1955-01-20,138,135,-2.1216645201845985,0.479213400410884,-2.0386863,-4.227487,139,128
38,1140380.9655468122,1955-01-21,144,151,-2.0498201531108067,0.4594034126375381,-1.9488947,-4.023654,145,157
3,760607.3843654527,1955-01-22,17,409,-2.016074626674884,0.2699841984369062,-2.022696,-3.1101546,28,432
26,1224025.952651287,1955-01-22,136,153,-2.272144016620453,0.5435072977552742,-2.1485257,-4.296015,145,167
1,813941.8904462969,1955-01-23,17,403,-2.0730872900105637,0.33358719058868225,-2.080583,-3.4332159,39,414
9,1756453.3938260155,1955-01-23,152,176,-2.0188823247811825,0.463997866554905,-1.8814642,-4.6782203,146,157
2,745227.3198265852,1955-01-24,15,402,-2.0196054775509946,0.3036726714997215,-2.001102,-3.6946692,39,415
25,1567634.3838483435,1955-01-24,169,189,-2.178881425127923,0.6449322287702758,-1.9490527,-4.7778425,179,199
4,561556.1270929778,1955-01-25,10,394,-1.9793643187107652,0.2758707401869942,-1.9642196,-2.9504933,1,391
3,619312.8773268468,1955-01-26,13,391,-2.0010397181402233,0.2942724221769267,-1.9557378,-3.1498158,39,415
3,516744.10744046763,1955-01-27,13,386,-1.886042930340923,0.28867996306328464,-1.8321159,-4.053344,39,416
21,1840505.8041960103,1955-01-27,105,240,-1.9496324427008809,0.30570623939158276,-1.9028038,-2.8406835,117,237
25,1382923.964777125,1955-01-28,110,290,-1.885179061966052,0.39454756250699746,-1.7835221,-3.9455388,132,277
39,3268874.8329632897,1955-01-29,90,252,-1.7583926106685799,0.2108244511156328,-1.704828,-2.8248687,124,260
16,2261936.6130163632,1955-01-30,79,270,-1.7552316003801094,0.20743773804542143,-1.6881045,-2.6637344,113,299
23,3736207.4173206124,1955-01-31,101,296,-1.8176357737608078,0.26661927125508955,-1.759741,-3.679509,131,278
30,1916597.120481262,1955-02-01,87,329,-1.9296641076537944,0.29338959077797033,-1.8805442,-2.7611797,100,348
18,2470359.3939308077,1955-02-02,95,340,-1.8978629321554181,0.28492120086245887,-1.8311672,-3.0655787,105,339
19,1907364.3923415786,1955-02-03,112,306,-1.9714039734482909,0.3718529859226825,-1.8762844,-3.220631,123,299
17,1437559.1622052686,1955-02-04,134,143,-2.0699719926406597,0.4402924665971247,-1.985323,-4.289897,145,162
22,1811320.1750386104,1955-02-04,127,309,-1.977272452900757,0.3480379514562423,-1.9252572,-3.2184246,136,333
2,736805.0692960902,1955-02-05,7,205,-1.8288059604466427,0.23456649854144795,-1.7902763,-2.785418,4,192
32,1126521.0985535155,1955-02-05,143,154,-2.051626147829886,0.3924983005507014,-1.9782909,-3.5317478,141,149
34,523575.4061074809,1955-02-05,127,363,-1.801343348937306,0.20077310723395064,-1.7620554,-2.5289662,132,363
4,1056911.5600528042,1955-02-06,10,214,-1.8423606102978782,0.2136114808993297,-1.8235235,-2.5085225,5,194
2,1474438.5903338636,1955-02-07,15,214,-1.8243254725915339,0.20481778314740004,-1.8023896,-2.617532,0,252
32,884490.670716728,1955-02-07,142,159,-1.9067656589912354,0.3526150068881427,-1.8056225,-3.441068,143,167
2,1338714.2924568073,1955-02-08,19,225,-1.8147971444165745,0.19091479736737413,-1.8039236,-2.5710049,0,231
4,1445010.5372712829,1955-02-09,24,253,-1.7637724613929795,0.1850847268952768,-1.7307372,-2.3362856,18,258
8,500294.7324646605,1955-02-09,21,26,-1.8288354845989288,0.19262397684382085,-1.8239067,-2.4545875,22,45
4,3396540.352318358,1955-02-10,70,214,-1.8245150852887424,0.22624409731323575,-1.793329,-2.8934715,117,158
37,4768237.991099341,1955-02-11,133,209,-1.981812104703903,0.3403895847384145,-1.9126798,-3.8894413,139,148
13,5603219.293290885,1955-02-12,136,245,-2.1032673069051824,0.4019752678224813,-2.0483422,-4.0408907,195,199
13,3914540.785533603,1955-02-13,135,286,-2.137539847138562,0.3809336419254856,-2.114894,-3.4859915,176,268
11,2562461.7244614465,1955-02-14,122,338,-1.8646091175764965,0.22891088656152966,-1.8445401,-2.4742887,110,305
4,1416966.5304326462,1955-02-15,118,372,-1.7501419404368808,0.17846787699029992,-1.7185769,-2.2453258,130,370
19,1016700.3607739621,1955-02-19,129,147,-1.9379993213309372,0.28422638044175197,-1.8982316,-3.3045783,157,147
32,1896910.9543413783,1955-02-20,135,163,-2.0429343184945306,0.4081985762374794,-1.9593263,-4.075403,132,182
39,1731150.3547559197,1955-02-21,136,157,-2.1184518985210623,0.4378736245011259,-2.0423517,-3.9464312,139,153
40,1319368.1764847576,1955-02-22,137,163,-1.9741941168550525,0.35435709796172843,-1.8972895,-3.615852,139,153
5,2264731.969131862,1955-02-23,42,189,-1.7945078926477303,0.22152284751337373,-1.752238,-2.8184292,1,198
3,2850063.060203595,1955-02-24,56,219,-1.8196804649745328,0.2545112342416079,-1.7627844,-2.8448186,116,196
5,1550251.6833400626,1955-02-25,29,298,-1.775171362793869,0.21966466069629018,-1.7211007,-2.6871603,20,267
5,2159383.236276971,1955-02-26,44,352,-1.9381961742141518,0.3818979389748195,-1.8319547,-3.5008166,79,392
17,1453952.393117278,1955-02-26,68,135,-1.8343986267467893,0.32162871882227007,-1.7323315,-3.3990407,74,81
1,1912966.4373350623,1955-02-27,46,156,-1.96551247446129,0.303236326508686,-1.9317262,-3.123774,81,99
11,1631355.7019585222,1955-02-27,76,390,-1.930670817739782,0.43686035372811904,-1.7580395,-3.552599,82,395
3,920277.6497485376,1955-02-28,17,177,-2.0794347565187477,0.3972002836325545,-2.0235705,-3.2091513,1,147
19,937324.8676243388,1955-02-28,58,387,-1.9541602247124181,0.23701241563259567,-1.9825668,-2.5030277,66,391
1,3117368.2604951425,1955-03-01,31,236,-1.9019012021043826,0.32471498898294865,-1.8318878,-3.079403,8,158
3,3421160.7487811,1955-03-02,34,137,-1.910413905997397,0.4327035545417887,-1.8248005,-4.4491663,45,48
1,3372767.7719091126,1955-03-03,47,146,-1.9367093119189034,0.45220243142145766,-1.8033453,-4.1262245,55,58
8,2031083.6126595587,1955-03-04,69,122,-2.1649117731690892,0.5766743140261936,-2.0213041,-4.844672,86,109
19,1361372.717065828,1955-03-04,84,373,-1.8215128684132516,0.2514158887930002,-1.7681417,-2.8637116,83,395
1,1721020.108103701,1955-03-05,56,362,-1.811434791095165,0.3733049662046692,-1.6881692,-3.599808,83,395
39,1573140.0720798143,1955-03-05,94,142,-2.0149496494309376,0.41825354562947864,-1.9243039,-4.2796106,94,108
24,567145.309166149,1955-03-20,120,400,-1.7669370356463987,0.1706499119639191,-1.7442368,-2.2496524,126,408
1,854959.7897161812,1955-03-21,113,404,-1.8405112484275854,0.2743702739641234,-1.7670355,-2.8800335,126,422
12,936303.6398773828,1955-03-24,73,124,-1.8720631686981115,0.26051815782588383,-1.8154635,-2.829716,66,125
6,866996.1875963906,1955-03-25,90,151,-1.9599092468369208,0.3141445655806874,-1.9065285,-2.9833817,103,165
1,1696696.064875588,1955-03-26,128,194,-1.7230119548874148,0.17605095219683792,-1.6840329,-2.983458,125,179
10,1913210.7218832588,1955-03-27,161,247,-1.8860798491270008,0.2691235364395824,-1.8681245,-3.1639383,194,210
8,1092747.3250056023,1955-11-11,59,94,-1.9240901262634578,0.34301701263926615,-1.8312441,-3.5637486,76,87
5,1676510.375288082,1955-11-12,70,108,-2.280602629818477,0.6323408946547396,-2.1451087,-4.913893,95,112
2,2029557.475477972,1955-11-13,75,118,-2.4618967598534396,0.6661498537166868,-2.3613234,-4.78547,89,113
1,1649799.4954074011,1955-11-14,77,113,-2.4468640247395532,0.7133000454733058,-2.2894356,-5.493099,87,114
4,1996449.0787023657,1955-11-15,90,127,-2.616781707742886,0.888268084130261,-2.4078846,-6.7744994,102,111
3,2409152.3178906157,1955-11-16,99,148,-2.300402957281915,0.6133751383937923,-2.1806192,-4.5657988,92,139
4,1507653.5781564165,1955-11-17,88,138,-2.0649367154869314,0.40903496481321616,-1.9825222,-3.891413,83,125
1,711181.6196977284,1955-11-22,38,88,-1.7460304611781512,0.1775605002542155,-1.7181417,-2.4593108,52,108
10,1241642.4188140703,1955-11-23,43,89,-1.8443889946680967,0.2521225015428018,-1.7891288,-2.8971038,46,96
2,1316731.2395741222,1955-11-24,47,91,-1.9866649283352122,0.3798436053033528,-1.8956158,-3.2496536,61,65
2,946216.8712683074,1955-11-25,50,87,-2.1145110641430995,0.43152596312958474,-2.0531867,-3.4976501,59,68
7,1160266.0968385336,1955-11-26,56,102,-2.011619555794771,0.3793741875763958,-1.9209319,-3.0981612,59,71
16,837437.4833835766,1955-11-29,153,261,-1.7011335144790949,0.14861866057193215,-1.6791734,-2.2298632,162,260
2,747300.061510897,1955-12-11,28,26,-2.0674100041110286,0.34829743394974666,-2.0424156,-3.2097905,41,24
10,873181.1778403337,1955-12-12,29,42,-1.88989680289251,0.22906082407719217,-1.8757777,-2.7032685,29,20
20,976640.118437,1955-12-14,78,118,-1.9762551030444522,0.3084920581903213,-1.9309483,-3.1399016,95,121
19,731523.0581699653,1955-12-15,94,148,-1.8404213521987982,0.23855910087308918,-1.8056278,-2.8825545,96,155
16,2628012.7208906263,1955-12-16,147,253,-1.7748679086543981,0.1862304777057159,-1.7385883,-2.7694948,129,272
7,931864.2977575918,1955-12-17,64,102,-1.8630182952658536,0.23994884207553974,-1.8259519,-2.75775,82,132
50,588797.8635242092,1955-12-17,151,281,-1.6716315664185417,0.10228709599685906,-1.66183,-1.9566879,150,273
10,3702972.532724827,1955-12-18,67,132,-2.073524086441701,0.4037667353173344,-1.9965423,-3.2623785,77,120
1,6287699.680948239,1955-12-19,57,144,-1.9832130619184682,0.3312964138716252,-1.9308,-3.6235883,53,57
6,5606186.436747337,1955-12-20,61,178,-1.9271670277476962,0.3574388940585512,-1.8279943,-3.6932023,53,58
12,1204723.4748158385,1955-12-21,45,81,-1.9876395334523038,0.30657264518055316,-1.9522369,-2.9470081,57,66
